time,Node,level,msg,HopCount,BrokerId_0,Cpu_0,Throughput_0,QueueTime_0,AverageQueueTime_0,AverageServiceTime_0,ResponseTime_0,ServiceTime_0,InterArrivalTime_0,Memory_0,QueueLength_0,AverageThroughput_0,BrokerId_1,Cpu_1,Throughput_1,QueueTime_1,AverageQueueTime_1,AverageServiceTime_1,ResponseTime_1,ServiceTime_1,InterArrivalTime_1,Memory_1,QueueLength_1,AverageThroughput_1,BrokerId_2,Cpu_2,Throughput_2,QueueTime_2,AverageQueueTime_2,AverageServiceTime_2,ResponseTime_2,ServiceTime_2,InterArrivalTime_2,Memory_2,QueueLength_2,AverageThroughput_2,Timestamp_0,Timestamp_1,Timestamp_2
2024-07-18 13:38:39,localhost:50002,info,Advertisement(apple > 0.4440505715790978) 8c7aed1b-02e1-466f-a401-c4c21f8847fd,2,localhost:50002,100.543177,0.996919,1.003090,1.003090,0.000000,1.003090,0.000000,0.065682,23961600,2,0.996919,localhost:50003,100.191713,1.229436,0.813381,,,0.813381,0.000000,0.000250,23269376,3,,,,,,,,,,,,,,0.9938906999999997,0.0,0.0
2024-07-18 13:38:40,localhost:50002,info,Advertisement(apple > 0.4440505715790978) 75cf9b05-4c2b-4854-a991-2c92d55b5041,2,localhost:50002,100.341537,0.353970,1.816006,1.409548,1.009091,2.825098,1.009091,0.240666,24616960,3,0.413456,localhost:50001,101.927115,0.993616,1.006425,,,1.006425,0.000000,0.000000,23429120,1,,,,,,,,,,,,,,1.8139627999999997,0.0,0.0
2024-07-18 13:38:41,localhost:50002,info,Advertisement(apple > 0.4440505715790978) 68295532-7ce5-4470-bfd0-2239831e7a29,2,localhost:50002,100.375904,0.261142,2.824372,1.881156,1.007026,3.829332,1.004960,0.404975,24715264,3,0.346239,localhost:50004,100.663992,0.992629,1.007425,,,1.007425,0.000000,0.000000,23330816,0,,,,,,,,,,,,,,2.8514040000000005,0.0,0.0
2024-07-18 13:38:42,localhost:50002,info,Advertisement(apple > 0.4837189319259809) 5ebf7e62-6e79-4431-85ee-c6f0270e54df,3,localhost:50002,100.381019,0.260498,2.830438,2.118477,1.007472,3.838804,1.008366,0.404975,24719360,2,0.319903,localhost:50004,100.427379,0.495611,1.004285,,,2.017711,1.013427,0.496769,24133632,2,,localhost:50005,102.511224,0.991645,1.008426,,,1.008426,0.000000,0.000000,22548480,0,,2.8544695000000004,0.9807281999999997,0.0
2024-07-18 13:38:43,localhost:50002,info,Advertisement(apple > 0.4837189319259809) a181d21d-dba3-48cb-ad25-1e756f6cb590,2,localhost:50002,100.246323,0.205945,3.839319,2.462645,1.009693,4.855672,1.016353,0.673265,25059328,2,0.287990,localhost:50001,101.491166,0.330454,2.014711,,,3.026137,1.011426,0.397330,24092672,3,,,,,,,,,,,,,,3.836274800000001,0.0,0.0
2024-07-18 13:38:44,localhost:50002,info,Advertisement(apple > 0.4837189319259809) 7fcce8fb-bf99-4fac-9361-8546556ad070,2,localhost:50002,100.281788,0.215897,3.621960,2.655864,1.009730,4.631840,1.009880,0.635697,25362432,3,0.272807,localhost:50003,100.231022,0.247104,3.242232,,,4.046882,0.804650,0.248645,24379392,4,,,,,,,,,,,,,,3.612761,0.0,0.0
2024-07-18 13:38:45,localhost:50002,info,Advertisement(apple > 0.7274307456021737) 737e4009-256e-461b-b344-97e94c1b6261,2,localhost:50002,100.184457,0.297693,2.347999,2.611884,1.009969,3.359162,1.011164,0.647019,25710592,3,0.276102,localhost:50004,100.352471,0.495932,1.006981,,,2.016407,1.009427,0.903345,24457216,0,,,,,,,,,,,,,,2.374558199999999,0.0,0.0
2024-07-18 13:38:46,localhost:50002,info,Advertisement(apple > 0.9446228077515775) c5a276b5-a256-4f87-9800-ef49080e515c,2,localhost:50002,100.231624,0.261257,2.820603,2.637973,1.009551,3.827643,1.007040,0.661542,25972736,3,0.274159,localhost:50001,100.953885,0.391191,1.544496,,,2.556299,1.011802,0.606769,24481792,2,,,,,,,,,,,,,,2.819540999999999,0.0,0.0
2024-07-18 13:38:47,localhost:50002,info,Advertisement(apple > 0.5888278193746934) 1077d01c-3d27-4abf-ab52-631c5f019665,3,localhost:50002,100.159221,0.229221,3.355068,2.717651,1.009298,4.362596,1.007529,0.684403,26275840,4,0.268316,localhost:50004,100.390438,0.495673,1.004950,,,2.017460,1.012510,0.814979,24973312,2,,localhost:50005,101.354957,0.496222,1.005416,,,2.015228,1.009812,1.129823,23629824,0,,3.3820999,0.9803935999999993,0.0
2024-07-18 13:38:48,localhost:50002,info,Advertisement(apple > 0.018901588349305158) 38ba048b-4420-45eb-acfc-e1a3ac50305c,2,localhost:50002,100.180171,0.216219,3.616970,2.807583,1.009150,4.624934,1.007964,0.684403,26558464,3,0.262004,localhost:50003,100.089727,0.279685,2.765895,,,3.575453,0.809558,0.362452,25448448,9,,,,,,,,,,,,,,3.6097710999999997,0.0,0.0
2024-07-18 13:38:49,localhost:50002,info,Advertisement(apple > 0.7806454972633545) 7c8c1c06-c649-4311-8bfc-66891ca5d42e,2,localhost:50002,100.208186,0.207027,3.819461,2.899571,1.009317,4.830281,1.010820,0.769269,26939392,3,0.255827,localhost:50003,100.105878,0.227790,3.573612,,,4.390005,0.816393,0.414907,25706496,9,,,,,,,,,,,,,,3.809261300000001,0.0,0.0
2024-07-18 13:38:50,localhost:50002,info,Advertisement(apple > 0.7274307456021737) 110d63fc-3913-4e2a-9494-9e27535adfe5,2,localhost:50002,100.128740,0.198713,4.021131,2.993035,1.009493,5.032384,1.011252,0.785991,27303936,3,0.249842,localhost:50003,100.118769,0.192744,4.381473,,,5.188234,0.806762,0.444588,25899008,9,,,,,,,,,,,,,,4.010932000000002,0.0,0.0
