date,HopCount,Timestamp_0,Cpu_0,Memory_0,InterArrivalTime_0,QueueLength_0,QueueTime_0,ServiceTime_0,ResponseTime_0,Throughput_0,Timestamp_1,Cpu_1,Memory_1,InterArrivalTime_1,QueueLength_1,QueueTime_1,ServiceTime_1,ResponseTime_1,Throughput_1,Cpu_2,Memory_2,InterArrivalTime_2,QueueLength_2,QueueTime_2,ServiceTime_2,ResponseTime_2,Throughput_2
2024-07-18 13:38:34,0.0,0.0,101.60433483777877,22695936,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2024-07-18 13:38:35,0.0,0.0,100.9714901551206,23166976,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2024-07-18 13:38:36,0.0,0.0,100.42085215285331,23183360,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2024-07-18 13:38:37,0.0,0.0,100.12013798054883,23621632,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2024-07-18 13:38:38,0.0,0.0,100.10765757255233,23629824,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2024-07-18 13:38:39,2.0,0.9938906999999996,100.543177,23961600,0.065682,2,1.00309,0.0,1.00309,0.996919,0.0,100.191713,23269376,0.00025,3,0.813381,0.0,0.813381,1.229436,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2024-07-18 13:38:40,2.0,1.8139628,100.341537,24616960,0.240666,3,1.816006,1.009091,2.825098,0.35397,0.0,101.927115,23429120,0.0,1,1.006425,0.0,1.006425,0.993616,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2024-07-18 13:38:41,2.0,2.8514040000000005,100.375904,24715264,0.404975,3,2.824372,1.00496,3.829332,0.261142,0.0,100.663992,23330816,0.0,0,1.007425,0.0,1.007425,0.992629,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2024-07-18 13:38:42,3.0,2.8544695000000004,100.381019,24719360,0.404975,2,2.830438,1.008366,3.838804,0.260498,0.9807281999999996,100.427379,24133632,0.496769,2,1.004285,1.013427,2.017711,0.495611,102.511224,22548480,0.0,0,1.008426,0.0,1.008426,0.991645
2024-07-18 13:38:43,2.0,3.836274800000001,100.246323,25059328,0.673265,2,3.839319,1.016353,4.855672,0.205945,0.0,101.491166,24092672,0.39733,3,2.014711,1.011426,3.026137,0.330454,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2024-07-18 13:38:44,2.0,3.612761,100.281788,25362432,0.635697,3,3.62196,1.00988,4.63184,0.215897,0.0,100.231022,24379392,0.248645,4,3.242232,0.80465,4.046882,0.247104,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2024-07-18 13:38:45,2.0,2.374558199999999,100.184457,25710592,0.647019,3,2.347999,1.011164,3.359162,0.297693,0.0,100.352471,24457216,0.903345,0,1.006981,1.009427,2.016407,0.495932,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2024-07-18 13:38:46,2.0,2.819540999999999,100.231624,25972736,0.661542,3,2.820603,1.00704,3.827643,0.261257,0.0,100.953885,24481792,0.606769,2,1.544496,1.011802,2.556299,0.391191,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2024-07-18 13:38:47,3.0,3.3820999,100.159221,26275840,0.684403,4,3.355068,1.007529,4.362596,0.229221,0.9803935999999992,100.390438,24973312,0.814979,2,1.00495,1.01251,2.01746,0.495673,101.354957,23629824,1.129823,0,1.005416,1.009812,2.015228,0.496222
2024-07-18 13:38:48,2.0,3.6097711,100.180171,26558464,0.684403,3,3.61697,1.007964,4.624934,0.216219,0.0,100.089727,25448448,0.362452,9,2.765895,0.809558,3.575453,0.279685,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2024-07-18 13:38:49,2.0,3.809261300000001,100.208186,26939392,0.769269,3,3.819461,1.01082,4.830281,0.207027,0.0,100.105878,25706496,0.414907,9,3.573612,0.816393,4.390005,0.22779,0.0,0,0.0,0,0.0,0.0,0.0,0.0
