Bottleneck,Cpu_0,InterArrivalTime_0,Memory_0,QueueLength_0,QueueTime_0,ResponseTime_0,ServiceTime_0,Throughput_0,time,BrokerId_0,Timestamp_0,Throughput_1,Memory_1,ServiceTime_1,InterArrivalTime_1,BrokerId_1,Timestamp_1,Cpu_1,QueueLength_1,QueueTime_1,ResponseTime_1
False,0.10122051124925345,50505.657100,114143232,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:40,,,,,,,,,,,,
False,0.10093773683951578,50505.657100,114151424,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:41,,,,,,,,,,,,
False,0.100652417811212,50505.657100,114155520,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:42,,,,,,,,,,,,
False,0.10037221430067096,50505.657100,114155520,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:43,,,,,,,,,,,,
False,0.1000946100799793,50505.657100,114155520,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:44,,,,,,,,,,,,
False,0.09981329466002159,50505.657100,114163712,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:45,,,,,,,,,,,,
False,0.09953794542513558,50505.657100,114171904,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:46,,,,,,,,,,,,
False,0.09926435589806712,50505.657100,114176000,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:47,,,,,,,,,,,,
False,0.09898883530687773,50505.657100,114180096,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:48,,,,,,,,,,,,
False,0.09871887887068904,50505.657100,114184192,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:49,,,,,,,,,,,,
False,0.09844641139484114,50505.657100,114184192,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:50,,,,,,,,,,,,
False,0.09817914374232949,50505.657100,114188288,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:51,,,,,,,,,,,,
False,0.09791327804874793,50505.657100,114196480,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:52,,,,,,,,,,,,
False,0.09764373448779841,50505.657100,114196480,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:53,,,,,,,,,,,,
False,0.09738021028720092,50505.657100,114204672,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:54,,,,,,,,,,,,
False,0.09711963241424833,50505.657100,114212864,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:55,,,,,,,,,,,,
False,0.0968552631326246,50505.657100,114221056,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:56,,,,,,,,,,,,
False,0.09659549829492622,50505.657100,114221056,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:57,,,,,,,,,,,,
False,0.09633857593383179,50505.657100,114221056,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:58,,,,,,,,,,,,
False,0.09607823809452118,50505.657100,114229248,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:29:59,,,,,,,,,,,,
False,0.09582305351281092,50505.657100,114229248,0,0.000000,630.073350,630.073350,1.587117,2024-05-22 20:30:00,,,,,,,,,,,,
