Node,level,msg,time,B1_Cpu,B1_Memory,B1_QueueLength,B1_QueueTime,B1_ServiceTime,B1_ResponseTime,B1_InterArrivalTime,B1_Throughput,B1_m,B1_TimestampDiff,B2_Cpu,B2_Memory,B2_QueueLength,B2_QueueTime,B2_ServiceTime,B2_ResponseTime,B2_InterArrivalTime,B2_Throughput,B2_m,B2_TimestampDiff,B3_Cpu,B3_Memory,B3_QueueLength,B3_QueueTime,B3_ServiceTime,B3_ResponseTime,B3_InterArrivalTime,B3_Throughput,B3_m,B3_TimestampDiff,B4_Cpu,B4_Memory,B4_QueueLength,B4_QueueTime,B4_ServiceTime,B4_ResponseTime,B4_InterArrivalTime,B4_Throughput,B4_m,B4_TimestampDiff,B5_Cpu,B5_Memory,B5_QueueLength,B5_QueueTime,B5_ServiceTime,B5_ResponseTime,B5_InterArrivalTime,B5_Throughput,B5_m,B5_TimestampDiff
localhost:50002,info,Advertisement(apple > 0.5634793076487423) f4a37000-4343-4603-a86f-bdbe95f8486a,2024-08-03 19:58:34,,,,,,,,,,,100.276244,40214528.0,12.0,13.778142,1.153249,14.931391,1.154713,0.066973,1749.434147501,,100.049719,38739968.0,395.0,301.263076,0.913341,302.176417,0.752956,0.003309,1735.654005301,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.685113734628482) 52c443d2-435d-4a09-b2f8-f882720670e0,2024-08-03 19:58:35,100.062768,38932480.0,830.0,618.283087,1.153989,619.437076,0.744518,0.001614,1736.340061301,,100.277263,40214528.0,13.0,14.26063,1.165344,15.425975,1.153784,0.064826,1750.600588201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.4801648006448835) 40012aa6-4643-4a98-a7e1-d1111aded586,2024-08-03 19:58:36,100.062576,38936576.0,832.0,619.441445,1.155339,620.596784,0.744052,0.001611,1737.498926001,,100.277519,40214528.0,12.0,14.267916,1.168943,15.436859,1.153784,0.06478,1751.764738201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.812206165365351) 4feaf616-dfab-4a19-aa52-71e66f49000d,2024-08-03 19:58:38,,,,,,,,,,,100.27683,40214528.0,12.0,13.643816,1.162143,14.805958,1.154584,0.06754,1752.929837401,,100.051123,38739968.0,394.0,300.619982,0.909907,301.52989,0.753489,0.003316,1739.284021401,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.4135211488138499) 9f452645-2550-4030-b803-d6e57b8b5287,2024-08-03 19:58:39,,,,,,,,,,,100.2788,40214528.0,12.0,13.73235,1.164099,14.89645,1.154589,0.06713,1754.095166001,,,,,,,,,,,,100.168042,39903232.0,346.0,322.657568,1.156448,323.814016,0.943315,0.003088,1740.316857301,,100.028372,37089280.0,65.0,74.431797,1.161738,75.593535,1.102885,0.013229,1417.657404801,
localhost:50002,info,Advertisement(apple > 0.46606675296900457) ae42fcfe-8e2e-40e8-ae3b-b1dbaa178f8b,2024-08-03 19:58:40,,,,,,,,,,,100.278098,40214528.0,12.0,14.151169,1.165328,15.316498,1.154206,0.065289,1755.260481901,,100.050594,38711296.0,395.0,301.352373,0.907615,302.259988,0.753281,0.003308,1741.104799101,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.07026534546518172) 1e359f25-5ebf-4eef-8fcc-d38022db04a1,2024-08-03 19:58:41,,,,,,,,,,,100.279223,40214528.0,12.0,13.754427,1.165316,14.919742,1.154335,0.067025,1756.424985101,,,,,,,,,,,,100.167251,39899136.0,346.0,324.360977,1.152781,325.513758,0.943286,0.003072,1742.623619601,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.8396967534205271) 7d5efc7c-c7ab-43aa-bb84-3245aac4c1ee,2024-08-03 19:58:42,100.062375,38875136.0,834.0,619.85005,1.151631,621.001681,0.744312,0.00161,1743.264418501,,100.278458,40214528.0,13.0,14.32711,1.167504,15.494613,1.154009,0.064539,1757.591424901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.6662875736975001) b6e5184a-c020-435f-b504-34a080670f00,2024-08-03 19:58:43,100.063475,38907904.0,834.0,621.016926,1.160352,622.177278,0.744489,0.001607,1744.432008401,,100.278387,40214528.0,12.0,14.315805,1.164439,15.480245,1.154009,0.064598,1758.745710101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.23378875134572968) 9acd2e19-eec2-4ccf-a1f3-128a5c6d60fb,2024-08-03 19:58:45,,,,,,,,,,,100.280478,40214528.0,11.0,15.160946,1.154286,16.315232,1.154009,0.061292,1759.908791201,,100.050464,38727680.0,394.0,300.723827,0.911514,301.635341,0.75375,0.003315,1744.745844701,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.16187060328564148) c44560ab-3e60-4b50-b34c-20ec02e974c8,2024-08-03 19:58:46,,,,,,,,,,,100.280246,40214528.0,11.0,15.411977,1.16308,16.575057,1.15536,0.060332,1761.065879401,,100.050449,38727680.0,394.0,300.536711,0.911075,301.447786,0.753962,0.003317,1745.651901501,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.4668126592163997) 8c249c08-c428-44e6-a234-c2d0bd051aed,2024-08-03 19:58:47,,,,,,,,,,,100.280287,40226816.0,14.0,13.751164,1.157088,14.908252,1.153208,0.067077,1762.233757201,,,,,,,,,,,,100.168452,39907328.0,347.0,324.987889,1.166277,326.154166,0.943627,0.003066,1748.436634601,,100.028916,37089280.0,66.0,74.861725,1.156848,76.018573,1.103167,0.013155,1423.444861401,
localhost:50002,info,Advertisement(apple > 0.09331676342828167) 7e00c3e8-0966-4dc4-a007-2b960db1f1fe,2024-08-03 19:58:48,,,,,,,,,,,100.279333,40226816.0,13.0,14.118072,1.169878,15.28795,1.153208,0.065411,1763.403533201,,100.050976,38727680.0,393.0,299.900365,0.906504,300.806869,0.753853,0.003324,1749.281460601,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.09856669680937957) 63ebd65e-860c-4deb-9c8a-d4d3ca2863bc,2024-08-03 19:58:49,,,,,,,,,,,100.279926,40226816.0,13.0,14.911941,1.167776,16.079716,1.153488,0.06219,1764.561712201,,,,,,,,,,,,100.169616,39907328.0,347.0,325.975297,1.164504,327.139801,0.943746,0.003057,1749.601812201,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.19928419310903314) 5501b107-5eef-4718-94d3-797865064a15,2024-08-03 19:58:50,,,,,,,,,,,100.279047,40226816.0,12.0,15.537021,1.157986,16.695008,1.153488,0.059898,1765.730203501,,100.050751,38727680.0,393.0,299.714181,0.910909,300.625089,0.754437,0.003326,1750.191181401,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.12874160549139693) 3a5c531c-05ad-4934-b5ae-3c1615940cf7,2024-08-03 19:58:51,100.063334,38907904.0,837.0,623.784897,1.164497,624.949395,0.744334,0.0016,1752.554289501,,100.279994,40226816.0,12.0,14.343532,1.168684,15.512216,1.154678,0.064465,1766.897718301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.23262890338098807) 5ff4f51f-338f-4d85-9e59-dfb922ffbe1d,2024-08-03 19:58:53,100.062786,38912000.0,839.0,624.949512,1.16696,626.116472,0.744329,0.001597,1753.719409601,,100.279934,40226816.0,11.0,14.334481,1.167514,15.501995,1.154678,0.064508,1768.051786801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.07507225702303197) fb38ab75-7228-4f5c-be9b-aa3a125b07ca,2024-08-03 19:58:54,,,,,,,,,,,100.279717,40226816.0,12.0,14.916225,1.156069,16.072294,1.154598,0.062219,1769.208646201,,,,,,,,,,,,100.168936,39911424.0,349.0,326.156642,1.162416,327.319058,0.942576,0.003055,1754.246462401,,100.028509,37126144.0,65.0,74.14776,1.155156,75.302916,1.103316,0.01328,1428.089935201,
localhost:50002,info,Advertisement(apple > 0.6741942372041384) b7e9fa4a-0011-4e57-aa32-9cc444daa593,2024-08-03 19:58:55,,,,,,,,,,,100.279534,40243200.0,13.0,14.722653,1.154361,15.877013,1.153842,0.062984,1770.364893101,,100.050048,38727680.0,394.0,300.893305,0.908564,301.801869,0.75447,0.003313,1755.638239701,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.6214703927193779) 248fea29-9c83-418e-9336-48439df0def6,2024-08-03 19:58:56,,,,,,,,,,,100.279523,40243200.0,12.0,14.907697,1.15672,16.064418,1.153842,0.062249,1771.533688301,,,,,,,,,,,,100.168573,39911424.0,350.0,327.59447,1.166159,328.760629,0.942805,0.003042,1756.577031901,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.4013265015944504) 581fb83b-5158-4726-99bd-e27a7df71f66,2024-08-03 19:58:57,,,,,,,,,,,100.279551,40243200.0,12.0,15.244995,1.168819,16.413814,1.154481,0.060924,1772.701804901,,100.051542,38727680.0,395.0,301.613459,0.902771,302.51623,0.754362,0.003306,1757.454809701,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.14116574651662278) c89a7d5b-63e3-4434-b77c-faf85ad129da,2024-08-03 19:58:58,100.063333,38912000.0,841.0,626.527823,1.151699,627.679522,0.744764,0.001593,1760.658520701,,100.279585,40243200.0,12.0,13.211386,1.168117,14.379503,1.154914,0.069543,1773.869803501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.26039128763872843) d70e0590-66c1-4cba-9b68-8c20a28ba052,2024-08-03 19:59:00,,,,,,,,,,,100.281385,40243200.0,11.0,13.937821,1.168999,15.106819,1.154914,0.066195,1775.037707901,,100.05141,38727680.0,395.0,300.99336,0.910513,301.903873,0.754505,0.003312,1761.095886001,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.6417197920541554) 30d8603c-2eaa-4178-941f-1ccbca20e004,2024-08-03 19:59:01,,,,,,,,,,,100.281282,40243200.0,10.0,14.941225,1.166904,16.108129,1.154914,0.06208,1776.192535601,,,,,,,,,,,,100.167997,39911424.0,351.0,326.857381,1.152673,328.010054,0.942897,0.003049,1761.204351901,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.8321811951852903) 63aec043-cf7f-449b-9164-1cadee2bb051,2024-08-03 19:59:02,100.062454,38912000.0,843.0,627.682179,1.156737,628.838917,0.744463,0.00159,1761.813898601,,100.28101,40243200.0,11.0,15.537565,1.154359,16.691924,1.155352,0.059909,1777.350360301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.4788565312306338) 205dba04-9ad7-426c-a3f0-cec378ab8329,2024-08-03 19:59:03,,,,,,,,,,,100.280708,40243200.0,13.0,16.499906,1.154292,17.654198,1.154125,0.056644,1778.508713701,,100.051118,38727680.0,395.0,300.79723,0.915098,301.712327,0.754718,0.003314,1762.006807701,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.4011374923911518) f7e81a83-7ac1-4e53-9ed5-1db00afbc12f,2024-08-03 19:59:04,,,,,,,,,,,100.280598,40243200.0,13.0,16.07545,1.161354,17.236805,1.153967,0.058015,1779.663679401,,,,,,,,,,,,100.167219,39923712.0,353.0,328.486516,1.170578,329.657094,0.942142,0.003033,1763.542270701,,100.027615,37126144.0,66.0,75.752725,1.15365,76.906375,1.103844,0.013003,1435.053870901,
localhost:50002,info,Advertisement(apple > 0.7706751879651202) e501e118-b207-4500-a121-79847ee90a4c,2024-08-03 19:59:05,,,,,,,,,,,100.280652,40243200.0,12.0,14.262886,1.151965,15.414851,1.153967,0.064873,1780.815725801,,100.052144,38727680.0,395.0,301.089549,0.910874,302.000424,0.754865,0.003311,1766.548839301,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.2410268849633332) 3481dc29-b337-4287-bc53-8aa52de5faca,2024-08-03 19:59:07,,,,,,,,,,,100.280684,40243200.0,11.0,13.6098,1.158047,14.767847,1.153967,0.067715,1781.983750401,,100.05149,38727680.0,397.0,301.806392,0.90695,302.713342,0.754645,0.003303,1768.371949901,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.8547255219540743) 13c9c084-75c7-40ed-a6ab-9a6e7b07a751,2024-08-03 19:59:08,100.06461,39038976.0,845.0,629.243896,1.152345,630.396241,0.744212,0.001586,1768.740171901,,100.279831,40243200.0,11.0,14.411356,1.166025,15.57738,1.155586,0.064196,1783.151926901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.9963554584319426) 65c7feff-a2f5-4a50-b5ff-0d4352a2cd0a,2024-08-03 19:59:09,,,,,,,,,,,100.280601,40243200.0,12.0,14.943056,1.167177,16.110233,1.154676,0.062072,1784.306828601,,,,,,,,,,,,100.167108,39927808.0,354.0,329.607345,1.155861,330.763206,0.942045,0.003023,1769.315813401,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.9261544542169214) 1e6b4efe-62da-4db8-bbf6-1c1f89452e6a,2024-08-03 19:59:10,100.064517,39084032.0,847.0,630.39951,1.160713,631.560222,0.744289,0.001583,1769.897311201,,100.283267,40243200.0,11.0,15.579502,1.155901,16.735403,1.154676,0.059754,1785.474709601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.6648749730812058) ccacd34d-4865-47d0-8ad4-8f4fd6832e1a,2024-08-03 19:59:11,,,,,,,,,,,100.283431,40243200.0,12.0,14.615364,1.166881,15.782245,1.154603,0.063362,1786.640335601,,100.054437,38707200.0,397.0,301.203757,0.910227,302.113984,0.754843,0.00331,1772.020971001,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.6072318238163052) 22eab0a1-f23e-409d-ae40-83f4648afe30,2024-08-03 19:59:12,,,,,,,,,,,100.282713,40243200.0,12.0,13.964394,1.168627,15.133021,1.15461,0.066081,1787.806127501,,100.054028,38735872.0,397.0,301.916793,0.90329,302.820083,0.754786,0.003302,1773.839732501,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.9300322420827678) d1662244-5ab7-4cf7-82ac-0084ccff2cea,2024-08-03 19:59:14,,,,,,,,,,,100.282631,40243200.0,11.0,12.657388,1.163791,13.82118,1.15461,0.072353,1788.960568901,,,,,,,,,,,,100.167169,40017920.0,355.0,331.18556,1.166972,332.352532,0.9418,0.003009,1776.256222001,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.8098652961441936) e4787d18-b1c5-4377-90e2-5b39407b31a1,2024-08-03 19:59:15,100.064113,39075840.0,850.0,631.956676,1.15495,633.111625,0.744408,0.00158,1776.821885301,,100.282867,40243200.0,11.0,13.303138,1.153994,14.457132,1.155221,0.06917,1790.124919901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.9146756550504881) 5bd6c5d3-a489-48fc-81f0-a225b75affea,2024-08-03 19:59:16,,,,,,,,,,,100.281934,40243200.0,12.0,13.820326,1.164799,14.985124,1.15431,0.066733,1791.279000201,,,,,,,,,,,,100.167047,40017920.0,354.0,331.905693,1.156011,333.061704,0.9418,0.003002,1777.412716001,,100.027401,37089280.0,67.0,75.488552,1.161624,76.650176,1.103603,0.013046,1445.507139201,
localhost:50002,info,Advertisement(apple > 0.6607327599909593) 995f5b27-e328-4073-a034-c2f5e281ef03,2024-08-03 19:59:17,100.064057,39088128.0,851.0,633.1126,1.159091,634.271691,0.744341,0.001577,1777.978379501,,100.282698,40243200.0,11.0,14.457642,1.15408,15.611722,1.15431,0.064054,1792.433918001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.306168766849267) 782abc2d-62fb-49aa-8463-4f968d8ae7bb,2024-08-03 19:59:18,,,,,,,,,,,100.284694,40243200.0,12.0,15.192005,1.155918,16.347922,1.154605,0.06117,1793.597951301,,100.055661,38735872.0,398.0,302.220039,0.912501,303.13254,0.755144,0.003299,1778.401945901,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.8617965732051315) 565f1760-e3bc-407e-bfd7-c4fb0e502102,2024-08-03 19:59:19,,,,,,,,,,,100.284572,40243200.0,12.0,15.434473,1.163034,16.597507,1.154613,0.06025,1794.753101501,,100.056055,38735872.0,397.0,302.034505,0.919266,302.953771,0.755144,0.003301,1779.316304601,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.7244654221801075) 7d8171ba-5132-4ab9-9858-e13c89f98cf2,2024-08-03 19:59:21,,,,,,,,,,,100.284424,40341504.0,12.0,12.951889,1.15515,14.10704,1.154269,0.070887,1795.908712201,,100.056935,38735872.0,396.0,301.413393,0.910593,302.323986,0.756139,0.003308,1782.954822501,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.19928419310903314) 879352cf-f607-4f26-adbc-6844b8190f54,2024-08-03 19:59:22,,,,,,,,,,,100.284158,40341504.0,13.0,13.82099,1.15461,14.9756,1.153957,0.066775,1797.066442501,,,,,,,,,,,,100.167126,40017920.0,357.0,332.76545,1.151415,333.916865,0.942107,0.002995,1783.198493001,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.6764857765870741) fae29a8f-cdb2-4f1a-92e7-b421e6378602,2024-08-03 19:59:23,,,,,,,,,,,100.28376,40341504.0,12.0,14.356923,1.154729,15.511653,1.153957,0.064468,1798.226553901,,100.056665,38735872.0,397.0,301.224106,0.912548,302.136654,0.755817,0.00331,1783.865360901,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.298028468280805) 48cf5f0a-3b47-4371-a91d-a22164180faa,2024-08-03 19:59:24,,,,,,,,,,,100.28376,40341504.0,12.0,13.824865,1.166114,14.990978,1.154969,0.066707,1799.395101801,,,,,,,,,,,,100.167151,40017920.0,358.0,334.20646,1.15541,335.36187,0.94184,0.002982,1785.522278301,,100.024453,37089280.0,67.0,75.93796,1.163081,77.101041,1.103484,0.01297,1451.313934701,
localhost:50002,info,Advertisement(apple > 0.6730099998913341) 76ef5941-028f-43db-a84d-41475e8ced6f,2024-08-03 19:59:25,100.066675,39092224.0,854.0,635.845758,1.155746,637.001504,0.744307,0.00157,1786.067035601,,100.283682,40341504.0,11.0,14.482553,1.166547,15.6491,1.154969,0.063901,1800.549485601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.923523783443177) 8455ddb0-d664-44f6-a60a-db3c89e39fd2,2024-08-03 19:59:26,100.066023,39129088.0,854.0,637.012378,1.168338,638.180716,0.744732,0.001567,1787.234162901,,100.282952,40349696.0,13.0,14.483505,1.153947,15.637453,1.153913,0.063949,1801.715564601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.9061016711268528) d84d3cc0-e493-45f4-8ca7-6dfb466d0f41,2024-08-03 19:59:27,,,,,,,,,,,100.284309,40357888.0,13.0,13.546862,1.165515,14.712376,1.153883,0.06797,1802.875327101,,100.056157,38735872.0,398.0,302.428321,0.9129,303.341221,0.755843,0.003297,1789.324464401,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.3787462853358663) 06a92273-2b02-4731-9757-5517e7d75829,2024-08-03 19:59:29,,,,,,,,,,,100.283426,40374272.0,13.0,13.824661,1.159763,14.984424,1.153594,0.066736,1804.044172701,,,,,,,,,,,,100.167923,40017920.0,359.0,334.37516,1.155628,335.530788,0.941809,0.00298,1790.172553401,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.6103237801887087) aaef1d30-ad78-4d62-8b9d-68c775a05b56,2024-08-03 19:59:30,,,,,,,,,,,100.28424,40374272.0,12.0,14.97964,1.170349,16.149988,1.153594,0.06192,1805.213656901,,100.056056,38752256.0,398.0,302.227995,0.912814,303.140808,0.756005,0.003299,1790.232017001,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.517469334612325) 432462ac-0a6a-44b4-8ad5-fc9cf725ed05,2024-08-03 19:59:31,,,,,,,,,,,100.285194,40374272.0,12.0,13.839446,1.167981,15.007428,1.154615,0.066634,1806.380613701,,,,,,,,,,,,100.169753,40017920.0,359.0,335.378969,1.155172,336.534141,0.942035,0.002971,1792.495208901,,100.025148,37216256.0,67.0,76.376332,1.154983,77.531316,1.103609,0.012898,1457.114853701,
localhost:50002,info,Advertisement(apple > 0.5713699727232417) e1fab5d8-6014-416a-9cc1-dd411bc04f6e,2024-08-03 19:59:32,100.065908,39129088.0,856.0,637.405802,1.152132,638.557934,0.744491,0.001566,1792.998025401,,100.285434,40374272.0,12.0,14.546897,1.162956,15.709853,1.15446,0.063654,1807.544819301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.5872276255714793) 7bb495df-95ca-40a3-88a8-1f50dedd43bc,2024-08-03 19:59:33,100.067748,39133184.0,858.0,638.567147,1.158181,639.725328,0.744534,0.001563,1794.167371301,,100.284839,40382464.0,12.0,14.543249,1.168207,15.711455,1.154348,0.063648,1808.708516701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.5884606263527363) d3167a3b-3373-465c-b90f-e44c9609100f,2024-08-03 19:59:34,,,,,,,,,,,100.285065,40390656.0,11.0,15.085859,1.162697,16.248556,1.154348,0.061544,1809.872968301,,100.057419,39002112.0,399.0,302.53121,0.910699,303.441909,0.75587,0.003296,1794.783108301,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.6309660459357913) 72d60bcf-963f-44b5-a087-be50983503a4,2024-08-03 19:59:36,,,,,,,,,,,100.284326,40390656.0,12.0,15.019372,1.166452,16.185824,1.154644,0.061782,1811.039273501,,,,,,,,,,,,100.169933,40017920.0,362.0,334.80431,1.151485,335.955794,0.940888,0.002977,1795.970438601,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.6441691737046593) 4bdc189e-a835-4f61-986e-68d61f8d78ae,2024-08-03 19:59:37,,,,,,,,,,,100.28387,40390656.0,14.0,15.588171,1.165305,16.753476,1.15351,0.059689,1812.200491401,,100.057411,39002112.0,398.0,303.247821,0.910393,304.158214,0.756091,0.003288,1796.610320201,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.505017505616181) 7f57781e-845f-4003-8a48-fce4379e2bf3,2024-08-03 19:59:38,,,,,,,,,,,100.285703,40394752.0,14.0,14.031342,1.160757,15.192099,1.15335,0.065824,1813.367049301,,100.057066,39006208.0,397.0,301.720851,0.901348,302.622199,0.756868,0.003304,1799.333706201,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.6034648401537439) 92d0b451-437f-444e-abcc-e649ed41b8cd,2024-08-03 19:59:39,,,,,,,,,,,100.285949,40398848.0,15.0,13.889031,1.166018,15.055049,1.15246,0.066423,1814.531140101,,,,,,,,,,,,100.169456,40017920.0,361.0,336.520601,1.151079,337.67168,0.941843,0.002961,1800.596151001,,100.024604,37322752.0,67.0,77.971086,1.152861,79.123947,1.103933,0.012638,1464.074163601,
localhost:50002,info,Advertisement(apple > 0.1071839369702799) a28a915d-42d3-4f49-80d9-c5311e901765,2024-08-03 19:59:40,100.06781,39133184.0,862.0,640.151275,1.154215,641.30549,0.744498,0.001559,1801.099020101,,100.285227,40398848.0,14.0,14.598238,1.165091,15.763329,1.15246,0.063438,1815.697154701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.22927665012196344) 72f4a603-b109-4050-bef2-ef2aa0a929ea,2024-08-03 19:59:41,,,,,,,,,,,100.286237,40398848.0,14.0,15.70379,1.168015,16.871805,1.152921,0.05927,1816.862976501,,100.057377,38973440.0,399.0,302.424556,0.911189,303.335745,0.756435,0.003297,1801.155185301,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.7354401192644756) 7d35a085-fcaa-4c38-8e3b-65b92d1a0daf,2024-08-03 19:59:43,100.06787,39133184.0,861.0,641.308672,1.157561,642.466233,0.744498,0.001557,1802.269016501,,100.285544,40402944.0,13.0,15.762058,1.163833,16.925891,1.152921,0.059081,1818.028493801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.9386833181985597) 00b6d944-292c-4e41-bde3-51986b97395d,2024-08-03 19:59:44,,,,,,,,,,,100.285873,40402944.0,14.0,16.219145,1.165505,17.38465,1.153181,0.057522,1819.191058701,,,,,,,,,,,,100.169311,40022016.0,363.0,336.401354,1.1666,337.567954,0.941087,0.002962,1802.922954301,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.36348786961829604) 529d997f-460a-4c25-ab89-9d5b03f56e6d,2024-08-03 19:59:45,,,,,,,,,,,100.285915,40402944.0,14.0,14.644104,1.161565,15.805669,1.153185,0.063268,1820.358816901,,100.056641,39002112.0,399.0,302.746283,0.912446,303.658729,0.75657,0.003293,1805.712712101,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.35098883689697324) fe74a60d-a722-4ba2-a79c-8135399633cb,2024-08-03 19:59:46,,,,,,,,,,,100.285093,40402944.0,14.0,14.899833,1.168759,16.068592,1.153418,0.062233,1821.526701001,,100.057261,39002112.0,399.0,302.529963,0.910548,303.440511,0.756782,0.003296,1806.622867101,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.5373469101768015) b60eb307-3d32-4de0-a970-a1f4525cdcd1,2024-08-03 19:59:47,,,,,,,,,,,100.285249,40407040.0,14.0,15.085323,1.169884,16.255206,1.153261,0.061519,1822.692408901,,,,,,,,,,,,100.168147,40022016.0,364.0,337.673029,1.15152,338.824549,0.941068,0.002951,1807.561128001,,100.024535,37412864.0,67.0,78.422342,1.160222,79.582563,1.104098,0.012566,1469.886214701,
localhost:50002,info,Advertisement(apple > 0.9501485545349883) 938b3c50-e0cd-4c1c-8884-bd73aaf2bd88,2024-08-03 19:59:48,,,,,,,,,,,100.286924,40411136.0,14.0,13.909571,1.163245,15.072816,1.153105,0.066345,1823.846064201,,,,,,,,,,,,100.167914,40022016.0,365.0,338.010553,1.166526,339.177079,0.940811,0.002948,1809.889534201,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.8978972660702238) cfd3f2d1-8a7a-4698-aa7c-e5f4fe2bb19a,2024-08-03 19:59:50,100.067594,39133184.0,864.0,644.066224,1.165363,645.231587,0.7451,0.00155,1810.377869901,,100.286763,40411136.0,15.0,14.624175,1.154117,15.778292,1.15223,0.063378,1825.001941201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost:50002,info,Advertisement(apple > 0.043531894468510815) 469e5814-3884-49d5-9591-fece28210af3,2024-08-03 19:59:51,,,,,,,,,,,100.286079,40415232.0,14.0,15.004941,1.155426,16.160368,1.15223,0.06188,1826.167336501,,100.056771,39006208.0,400.0,302.838039,0.906487,303.744526,0.756851,0.003292,1811.160394501,,,,,,,,,,,,,,,,,,,,,
