B1_Cpu,B1_Memory,B1_ResponseTime,B1_Throughput,B2_Cpu,B2_Memory,B2_ResponseTime,B2_Throughput,B3_Cpu,B3_Memory,B3_ResponseTime,B3_Throughput,B4_Cpu,B4_Memory,B4_ResponseTime,B4_Throughput,B5_Cpu,B5_Memory,B5_ResponseTime,B5_Throughput
0,0,0,0,100.032975,35520512,9.722575,0.102853,99.9105,34873344,57.971222,0.01725,0,0,0,0,0,0,0,0
0,0,0,0,100.0286,35520512,10.305336,0.097037,0,0,0,0,100.06419,35078144,33.974266,0.029434,99.967342,33579008,9.935738,0.100647
99.906212,34586624,69.699247,0.014347,100.037074,35553280,11.291832,0.08856,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.038216,35557376,10.329424,0.096811,0,0,0,0,100.009659,35098624,34.319704,0.029138,0,0,0,0
0,0,0,0,100.034216,35557376,10.332037,0.096786,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.040605,35557376,8.918916,0.112121,99.866783,34881536,58.088659,0.017215,0,0,0,0,0,0,0,0
0,0,0,0,100.035137,35561472,9.169734,0.109054,99.869814,34897920,59.000371,0.016949,0,0,0,0,0,0,0,0
99.843983,34574336,70.134388,0.014258,100.044388,35565568,10.169689,0.098331,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.054119,35565568,10.365844,0.096471,0,0,0,0,99.983697,35401728,36.276336,0.027566,99.965737,33591296,9.194367,0.108762
99.846175,34607104,71.313632,0.014023,100.047685,35614720,11.332596,0.088241,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.049992,35745792,10.366488,0.096465,0,0,0,0,99.994919,35504128,35.942545,0.027822,0,0,0,0
0,0,0,0,100.0528136,35868672,10.362702,0.0965,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.051229,35868672,9.544464,0.104773,99.877392,35246080,59.107476,0.016918,0,0,0,0,0,0,0,0
0,0,0,0,100.03572,35880960,9.794704,0.102096,99.889131,35336192,60.015798,0.016662,0,0,0,0,0,0,0,0
0,0,0,0,100.031819,35889152,9.213998,0.108531,0,0,0,0,99.994989,35676160,37.469273,0.026689,99.958517,33677312,9.621787,0.103931
99.870048,34615296,72.922125,0.013713,100.025723,35893248,10.180604,0.098226,0,0,0,0,0,0,0,0,0,0,0,0
99.865756,34615296,74.091572,0.013497,100.027035,35897344,10.195543,0.098082,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.035305,35897344,10.390729,0.09624,0,0,0,0,99.999976,35692544,37.544911,0.026635,0,0,0,0
0,0,0,0,100.0253995,35897344,10.390265,0.096244,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.029458,35897344,10.177469,0.098256,99.890384,35422208,60.118681,0.016634,0,0,0,0,0,0,0,0
0,0,0,0,100.025337,35901440,10.442338,0.095764,99.89007,35430400,61.031657,0.016385,0,0,0,0,0,0,0,0
0,0,0,0,100.026897,35913728,9.237825,0.108251,0,0,0,0,100.003317,35713024,37.477626,0.026683,99.958068,33705984,11.244329,0.088934
99.860293,34619392,74.504908,0.013422,100.050965,35913728,10.238566,0.09767,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.048969,35913728,10.398597,0.096167,0,0,0,0,100.000052,35725312,37.99725,0.026318,0,0,0,0
0,0,0,0,100.046386,35926016,10.523319,0.095027,99.888312,35446784,60.22304,0.016605,0,0,0,0,0,0,0,0
0,0,0,0,100.0568314,35930112,10.527764,0.094987,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.054117,35930112,10.786816,0.092706,99.88654,35454976,61.141881,0.016355,0,0,0,0,0,0,0,0
0,0,0,0,100.051316,35889152,8.066405,0.123971,0,0,0,0,100.007536,35745792,39.828422,0.025108,99.952204,33730560,10.501263,0.095227
99.868222,34627584,76.099506,0.013141,100.053334,35889152,9.109157,0.10978,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.048669,35889152,9.733962,0.102733,99.900904,35463168,60.32734,0.016576,0,0,0,0,0,0,0,0
0,0,0,0,100.048117,35889152,10.392049,0.096227,0,0,0,0,100.016056,35749888,39.628372,0.025234,0,0,0,0
99.87818,34631680,77.279175,0.01294,100.043419,35885056,11.432298,0.087471,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.044325,35889152,12.307629,0.08125,99.901959,35479552,61.250458,0.016326,0,0,0,0,0,0,0,0
0,0,0,0,100.0457916,35897344,12.311588,0.081224,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.045994,35897344,9.245292,0.108163,0,0,0,0,100.017301,35766272,38.915116,0.025697,0,0,0,0
0,0,0,0,100.042964,35905536,10.100998,0.099,99.902315,35491840,60.42025,0.016551,0,0,0,0,0,0,0,0
0,0,0,0,100.047638,35905536,10.393427,0.096215,0,0,0,0,100.014027,35766272,39.871398,0.025081,99.918941,33746944,12.084903,0.082748
0,0,0,0,100.044926,35946496,11.519505,0.086809,99.909216,35454976,61.323895,0.016307,0,0,0,0,0,0,0,0
0,0,0,0,100.047145,35946496,9.248401,0.108127,0,0,0,0,100.011777,35770368,38.696494,0.025842,99.8767,33796096,11.362884,0.088006
99.878348,34590720,81.181902,0.012318,100.042105,35995648,10.316554,0.096932,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.0436457,36020224,10.319231,0.096906,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.044151,36020224,10.423154,0.09594,0,0,0,0,100.006667,35770368,39.350348,0.025413,0,0,0,0
0,0,0,0,100.042973,36024320,10.698984,0.093467,99.926668,35463168,61.447439,0.016274,0,0,0,0,0,0,0,0
0,0,0,0,100.044597,36036608,10.955521,0.091278,99.925593,35495936,62.355802,0.016037,0,0,0,0,0,0,0,0
0,0,0,0,100.043685,36040704,10.404799,0.096109,0,0,0,0,100.007319,35774464,38.731011,0.025819,99.855923,33804288,10.627863,0.094092
0,0,0,0,100.040716,36040704,9.240366,0.108221,0,0,0,0,100.009196,35807232,39.809572,0.02512,0,0,0,0
0,0,0,0,100.041058,36040704,9.915934,0.100848,99.927886,35504128,61.507778,0.016258,0,0,0,0,0,0,0,0
0,0,0,0,100.0430738,36040704,9.923675,0.100769,0,0,0,0,0,0,0,0,0,0,0,0
99.919221,34799616,83.943112,0.011913,100.04081,36040704,10.351987,0.0966,0,0,0,0,0,0,0,0,0,0,0,0
99.920954,34811904,85.10596,0.01175,100.04065,36044800,10.34611,0.096655,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.036644,36044800,9.256383,0.108034,0,0,0,0,100.014213,35823616,41.073766,0.024346,99.846684,33845248,9.920226,0.100804
0,0,0,0,100.039271,36044800,9.113182,0.109731,99.924904,35516416,61.623059,0.016228,0,0,0,0,0,0,0,0
0,0,0,0,100.033893,36044800,9.369872,0.106725,99.921935,35520512,62.534742,0.015991,0,0,0,0,0,0,0,0
0,0,0,0,100.038816,36052992,10.425033,0.095923,0,0,0,0,100.009165,35823616,41.441428,0.02413,0,0,0,0
0,0,0,0,100.0338736,36061184,10.415345,0.096012,0,0,0,0,0,0,0,0,0,0,0,0
99.915798,34840576,85.550476,0.011689,100.036883,36048896,10.36612,0.096468,0,0,0,0,0,0,0,0,0,0,0,0
99.94164,34861056,86.727452,0.01153,100.033411,36052992,10.363702,0.096491,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.034124,36065280,10.376959,0.096367,99.922286,35655680,60.785456,0.016451,0,0,0,0,0,0,0,0
0,0,0,0,100.056996,36065280,10.6153,0.094204,99.925464,35655680,61.708559,0.016205,0,0,0,0,0,0,0,0
0,0,0,0,100.056661,36065280,10.408561,0.096075,0,0,0,0,100.020215,35831808,43.405697,0.023038,99.846778,34242560,10.355024,0.096571
0,0,0,0,100.057516,36069376,9.272678,0.107844,0,0,0,0,100.017733,35835904,44.202719,0.022623,0,0,0,0
0,0,0,0,100.0649444,36069376,9.269431,0.107881,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.064059,36069376,9.592375,0.104249,99.927369,35659776,60.887658,0.016424,0,0,0,0,0,0,0,0
0,0,0,0,100.064787,36069376,9.850358,0.101519,99.927215,35663872,61.793827,0.016183,0,0,0,0,0,0,0,0
99.942502,34852864,90.639473,0.011033,100.065811,36069376,9.245251,0.108164,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.064576,36069376,9.289079,0.107653,0,0,0,0,100.018077,35860480,44.562684,0.02244,99.849195,34275328,10.797908,0.092611
99.943651,34828288,91.817039,0.010891,100.060817,36069376,10.400598,0.096148,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.073398,36069376,10.467001,0.095538,0,0,0,0,100.035447,35860480,44.634696,0.022404,0,0,0,0
0,0,0,0,100.0755739,36179968,10.47158,0.095497,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.073729,36179968,11.124614,0.089891,99.923737,35672064,60.990469,0.016396,0,0,0,0,0,0,0,0
0,0,0,0,100.073968,36196352,11.381824,0.087859,99.927769,35676160,61.905769,0.016154,0,0,0,0,0,0,0,0
0,0,0,0,100.069834,36196352,9.33323,0.107144,0,0,0,0,100.048817,35872768,45.716434,0.021874,99.844761,34283520,10.087758,0.09913
99.947186,34828288,92.211542,0.010845,100.071585,36196352,10.466299,0.095545,0,0,0,0,0,0,0,0,0,0,0,0
99.94328,34861056,93.381742,0.010709,100.07674,36196352,10.451909,0.095676,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.078768,36196352,9.63963,0.103738,99.926357,35680256,62.932195,0.01589,0,0,0,0,0,0,0,0
0,0,0,0,100.0748509,36196352,9.649483,0.103632,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.075547,36196352,10.490328,0.095326,0,0,0,0,100.047912,35872768,47.417163,0.021089,0,0,0,0
0,0,0,0,100.083294,36196352,11.061283,0.090405,99.928531,35684352,63.85046,0.015662,0,0,0,0,0,0,0,0
0,0,0,0,100.080107,36196352,9.341037,0.107054,0,0,0,0,100.046916,35872768,46.887967,0.021327,99.845249,34316288,10.530982,0.094958
0,0,0,0,100.074126,36196352,8.155475,0.122617,0,0,0,0,100.039288,35872768,47.884288,0.020884,0,0,0,0
99.946424,34861056,96.148635,0.010401,100.072952,36196352,9.296934,0.107562,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.063096,36196352,10.218687,0.09786,99.931684,35688448,63.943843,0.015639,0,0,0,0,0,0,0,0
0,0,0,0,100.0610472,36196352,10.229067,0.097761,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.059256,36196352,10.487611,0.095351,99.930658,35688448,64.85662,0.015419,0,0,0,0,0,0,0,0
99.958977,34861056,97.317932,0.010276,100.05676,36196352,11.62081,0.086053,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.058755,36200448,8.269839,0.120921,99.933796,35696640,64.035793,0.015616,0,0,0,0,0,0,0,0
0,0,0,0,100.050851,36204544,9.303116,0.107491,0,0,0,0,100.03791,35872768,49.251008,0.020304,99.839772,34283520,10.980389,0.091071
0,0,0,0,100.053765,36208640,9.694943,0.103147,99.923025,35708928,64.941007,0.015399,0,0,0,0,0,0,0,0
0,0,0,0,100.046633,36208640,10.451999,0.095675,0,0,0,0,100.040073,35876864,49.510081,0.020198,0,0,0,0
0,0,0,0,100.0541174,36212736,10.455043,0.095648,0,0,0,0,0,0,0,0,0,0,0,0
99.940829,34881536,98.921561,0.010109,100.054385,36212736,10.456978,0.09563,0,0,0,0,0,0,0,0,0,0,0,0
99.935095,35012608,100.096799,0.00999,100.050701,36212736,10.464441,0.095562,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.054312,36212736,9.307249,0.107443,0,0,0,0,100.017644,36241408,49.258529,0.020301,99.849028,34316288,11.413985,0.087612
0,0,0,0,100.050629,36212736,10.043677,0.099565,99.884058,35708928,65.058504,0.015371,0,0,0,0,0,0,0,0
0,0,0,0,100.056805,36212736,10.473863,0.095476,0,0,0,0,100.017776,36253696,49.968688,0.020013,0,0,0,0
0,0,0,0,100.069119,36212736,11.476942,0.087131,99.888148,35717120,65.963067,0.01516,0,0,0,0,0,0,0,0
0,0,0,0,100.0663304,36212736,11.471473,0.087173,0,0,0,0,0,0,0,0,0,0,0,0
99.917863,35020800,101.687791,0.009834,100.065429,36212736,9.32908,0.107192,0,0,0,0,0,0,0,0,0,0,0,0
99.92611,35020800,102.854923,0.009722,100.073576,36540416,9.331949,0.107159,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.069998,36552704,10.475516,0.095461,0,0,0,0,100.008877,36237312,50.45553,0.019819,99.861311,34332672,10.671824,0.093705
0,0,0,0,100.074233,36552704,10.685738,0.093583,99.879049,35688448,66.034882,0.015144,0,0,0,0,0,0,0,0
0,0,0,0,100.074337,36552704,11.611938,0.086118,0,0,0,0,100.005367,36286464,50.418345,0.019834,0,0,0,0
0,0,0,0,100.074315,36564992,12.08941,0.082717,99.874577,35717120,66.962788,0.014934,0,0,0,0,0,0,0,0
0,0,0,0,100.0773332,36573184,12.097492,0.082662,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.076109,36573184,9.308723,0.107426,0,0,0,0,100.01435,36315136,50.49026,0.019806,99.856383,34365440,11.114154,0.089975
99.924885,35024896,104.465506,0.009573,100.07629,36593664,9.334596,0.107128,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.072097,36614144,10.148286,0.098539,99.877236,35729408,67.044976,0.014915,0,0,0,0,0,0,0,0
99.925129,35024896,105.625287,0.009467,100.071712,36622336,10.510357,0.095144,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.077578,36634624,11.635005,0.085948,0,0,0,0,100.015802,36356096,52.042923,0.019215,0,0,0,0
0,0,0,0,100.083698,36646912,12.715384,0.078645,99.875178,35770368,67.963669,0.014714,0,0,0,0,0,0,0,0
0,0,0,0,100.082918,36651008,8.415605,0.118827,99.875743,35856384,68.061498,0.014693,0,0,0,0,0,0,0,0
0,0,0,0,100.0841021,36667392,8.417079,0.118806,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.084395,36667392,8.676374,0.115256,99.88021,35856384,68.968547,0.014499,0,0,0,0,0,0,0,0
0,0,0,0,100.080368,36667392,9.344916,0.10701,0,0,0,0,100.04239,36384768,53.637265,0.018644,0,0,0,0
99.929875,35024896,108.329205,0.009231,100.080663,36671488,9.421779,0.106137,0,0,0,0,0,0,0,0,0,0,0,0
99.930417,35024896,109.501003,0.009132,100.081591,36671488,9.395139,0.106438,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.081354,36683776,7.847254,0.127433,99.868171,35856384,69.075573,0.014477,0,0,0,0,0,0,0,0
0,0,0,0,100.080251,36642816,8.170858,0.122386,0,0,0,0,100.035291,36417536,54.079259,0.018491,0,0,0,0
0,0,0,0,100.0860235,36651008,8.173226,0.122351,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.085253,36651008,9.267143,0.107908,99.870914,35864576,69.986036,0.014289,0,0,0,0,0,0,0,0
0,0,0,0,100.095502,36683776,8.203147,0.121904,0,0,0,0,100.037359,36417536,55.149231,0.018133,99.874972,34361344,13.125339,0.076189
99.92739,35037184,111.096266,0.009001,100.092104,36696064,8.268444,0.120942,0,0,0,0,0,0,0,0,0,0,0,0
99.924451,35045376,112.268683,0.008907,100.093496,36700160,8.270347,0.120914,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.094711,35909632,9.389359,0.106504,99.871691,35872768,69.180241,0.014455,0,0,0,0,0,0,0,0
0,0,0,0,100.095395,35909632,9.644621,0.103685,99.874645,35876864,70.091882,0.014267,0,0,0,0,0,0,0,0
0,0,0,0,100.092011,35917824,9.65038,0.103623,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.09099,35917824,9.387749,0.106522,0,0,0,0,100.038349,36392960,55.690115,0.017957,0,0,0,0
0,0,0,0,100.091488,35917824,9.38451,0.106559,0,0,0,0,100.043343,36392960,56.353169,0.017745,99.891721,34406400,12.38112,0.080768
0,0,0,0,100.09645,35917824,7.68766,0.130079,99.876892,35876864,70.199872,0.014245,0,0,0,0,0,0,0,0
99.952296,35020800,113.826122,0.008785,100.097108,35917824,8.355153,0.119687,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.098127,35917824,9.39414,0.106449,0,0,0,0,100.042104,36569088,54.957318,0.018196,0,0,0,0
0,0,0,0,100.096938,35917824,10.252161,0.09754,99.877193,35876864,71.111807,0.014062,0,0,0,0,0,0,0,0
0,0,0,0,100.1024155,35917824,10.255192,0.097512,0,0,0,0,0,0,0,0,0,0,0,0
99.950313,35049472,114.993696,0.008696,100.097387,35917824,10.666895,0.093748,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.093461,35917824,10.562333,0.094676,0,0,0,0,100.049284,36642816,56.372049,0.017739,99.892205,34410496,12.799903,0.078126
0,0,0,0,100.093707,35917824,9.211626,0.108558,99.876748,35876864,70.300463,0.014225,0,0,0,0,0,0,0,0
0,0,0,0,100.098901,35917824,9.473493,0.105558,99.875379,35876864,71.208064,0.014043,0,0,0,0,0,0,0,0
0,0,0,0,100.100374,35917824,8.256614,0.121115,0,0,0,0,100.052556,36667392,57.75219,0.017315,0,0,0,0
99.953315,35213312,117.752482,0.008492,100.096552,35917824,8.403168,0.119003,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.0981115,35917824,8.408641,0.118925,0,0,0,0,0,0,0,0,0,0,0,0
99.951116,35217408,118.906808,0.00841,100.098597,35917824,8.410323,0.118902,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.09873,35917824,9.573572,0.104454,99.878062,35876864,70.406222,0.014203,0,0,0,0,0,0,0,0
0,0,0,0,100.09927,35917824,10.614805,0.094208,0,0,0,0,100.056344,36671488,58.715413,0.017031,99.884079,34447360,13.214941,0.075672
0,0,0,0,100.095074,35926016,11.013291,0.090799,99.882253,35880960,71.314434,0.014022,0,0,0,0,0,0,0,0
0,0,0,0,100.095234,35926016,9.462751,0.105678,0,0,0,0,100.049796,36675584,58.192475,0.017184,0,0,0,0
0,0,0,0,100.097132,35926016,9.460971,0.105697,0,0,0,0,100.059972,36675584,57.573184,0.017369,99.866619,34877440,13.66413,0.073184
0,0,0,0,100.0983196,35926016,9.456287,0.10575,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.098271,35893248,9.04541,0.110553,99.891064,35880960,71.410133,0.014004,0,0,0,0,0,0,0,0
99.946339,35221504,120.500764,0.008299,100.097768,35909632,9.615493,0.103999,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.096859,35938304,10.451435,0.095681,99.890954,35880960,72.318653,0.013828,0,0,0,0,0,0,0,0
0,0,0,0,100.09328,35946496,8.289258,0.120638,0,0,0,0,100.059901,36683776,59.812645,0.016719,0,0,0,0
0,0,0,0,100.095365,35946496,7.319842,0.136615,99.897382,35885056,72.417818,0.013809,0,0,0,0,0,0,0,0
0,0,0,0,100.095992,35946496,7.579059,0.131942,99.897349,35901440,73.321334,0.013639,0,0,0,0,0,0,0,0
0,0,0,0,100.0929574,35946496,7.579839,0.131929,0,0,0,0,0,0,0,0,0,0,0,0
99.953151,35192832,123.254309,0.008113,100.092846,35946496,7.317324,0.136662,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.094315,35946496,8.286427,0.120679,0,0,0,0,100.062842,36691968,61.065606,0.016376,99.853712,35016704,15.292772,0.06539
99.956601,35221504,124.408767,0.008038,100.09258,35946496,8.478783,0.117941,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.093505,35946496,8.283307,0.120725,0,0,0,0,100.062625,36696064,61.426144,0.01628,0,0,0,0
0,0,0,0,100.092522,35946496,8.842798,0.113086,99.899655,35901440,72.511455,0.013791,0,0,0,0,0,0,0,0
0,0,0,0,100.096071,35946496,9.073946,0.110206,99.896317,36048896,73.428006,0.013619,0,0,0,0,0,0,0,0
0,0,0,0,100.0976436,35950592,9.07521,0.11019,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.09716,35950592,8.282069,0.120743,0,0,0,0,100.066835,36700160,62.210314,0.016075,99.851759,35201024,14.589918,0.06854
0,0,0,0,100.096799,35950592,7.117084,0.140507,0,0,0,0,100.066696,36700160,61.881256,0.01616,0,0,0,0
0,0,0,0,100.097602,35950592,8.017017,0.124735,99.898767,36061184,72.610505,0.013772,0,0,0,0,0,0,0,0
99.968937,35237888,127.174705,0.007863,100.097363,35950592,8.488722,0.117803,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.097568,35950592,9.423405,0.106119,99.898556,36061184,73.536955,0.013599,0,0,0,0,0,0,0,0
99.969058,35246080,128.337369,0.007792,100.094367,35954688,9.67789,0.103328,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.0957109,35954688,9.664577,0.103471,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.095347,35954688,9.425132,0.106099,0,0,0,0,100.062448,36704256,63.395336,0.015774,99.854476,35217408,13.859627,0.072152
0,0,0,0,100.096245,35954688,7.442866,0.134357,99.902589,36073472,73.631989,0.013581,0,0,0,0,0,0,0,0
0,0,0,0,100.092482,35954688,8.279886,0.120775,0,0,0,0,100.064103,36737024,63.50483,0.015747,0,0,0,0
0,0,0,0,100.094595,35958784,8.889056,0.112498,99.901388,36073472,74.547575,0.013414,0,0,0,0,0,0,0,0
99.962431,35258368,129.898246,0.007698,100.094349,35962880,8.550282,0.116955,0,0,0,0,0,0,0,0,0,0,0,0
99.964071,35266560,131.0771,0.007629,100.091866,35962880,8.561369,0.116804,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.0936955,35962880,8.558649,0.116841,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.0929,35966976,7.147989,0.139899,0,0,0,0,100.063348,36741120,63.940155,0.01564,0,0,0,0
0,0,0,0,100.096901,35966976,8.090972,0.123595,99.904495,36085760,74.639268,0.013398,0,0,0,0,0,0,0,0
0,0,0,0,100.096291,35966976,8.342006,0.119875,99.903734,36085760,75.554036,0.013236,0,0,0,0,0,0,0,0
99.963418,35266560,132.644448,0.007539,100.101001,35966976,6.270562,0.159475,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.102051,35966976,7.170333,0.139464,0,0,0,0,100.058561,36753408,65.728707,0.015214,99.859216,35319808,14.714391,0.067961
99.965406,35278848,133.821644,0.007473,100.099167,35966976,7.449342,0.13424,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.1001896,35966976,7.446125,0.134298,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.098501,35966976,7.536728,0.132684,99.923939,36089856,75.646918,0.013219,0,0,0,0,0,0,0,0
0,0,0,0,100.097986,35966976,8.33062,0.120039,0,0,0,0,100.056203,36753408,65.565305,0.015252,0,0,0,0
0,0,0,0,100.097504,35926016,8.973931,0.111434,99.926381,36093952,76.568126,0.01306,0,0,0,0,0,0,0,0
0,0,0,0,100.098329,35926016,6.018379,0.166158,0,0,0,0,100.058744,36757504,65.780225,0.015202,99.857617,35332096,16.314895,0.061294
0,0,0,0,100.098071,35926016,5.819401,0.171839,99.928393,36102144,76.669815,0.013043,0,0,0,0,0,0,0,0
0,0,0,0,100.098386,35926016,6.062932,0.164937,99.934866,36102144,77.591348,0.012888,0,0,0,0,0,0,0,0
0,0,0,0,100.0964766,35926016,6.06665,0.164836,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.110243,35926016,7.173509,0.139402,0,0,0,0,100.058272,36761600,67.165793,0.014889,0,0,0,0
99.964888,35323904,137.707148,0.007262,100.107638,35946496,7.512875,0.133105,0,0,0,0,0,0,0,0,0,0,0,0
99.964959,35352576,138.868538,0.007201,100.111759,35946496,7.520146,0.132976,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.115986,35946496,7.206684,0.13876,0,0,0,0,100.054535,36765696,66.932386,0.01494,99.866095,35340288,15.597551,0.064113
0,0,0,0,100.117601,35946496,7.355225,0.135958,99.935701,36118528,76.784474,0.013023,0,0,0,0,0,0,0,0
0,0,0,0,100.114477,35946496,7.59862,0.131603,99.934885,36118528,77.696519,0.012871,0,0,0,0,0,0,0,0
0,0,0,0,100.116279,35946496,7.599732,0.131584,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.114061,35946496,8.360196,0.119614,0,0,0,0,100.059091,36765696,67.609027,0.014791,0,0,0,0
99.973336,35352576,139.307696,0.007178,100.115833,35950592,7.542003,0.132591,0,0,0,0,0,0,0,0,0,0,0,0
99.973248,35356672,140.471499,0.007119,100.11324,35950592,7.549312,0.132462,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.113357,35958784,7.72329,0.129478,99.945954,36507648,76.8615,0.01301,0,0,0,0,0,0,0,0
0,0,0,0,100.1142,35958784,7.96442,0.125558,99.949449,36507648,77.777787,0.012857,0,0,0,0,0,0,0,0
0,0,0,0,100.114339,35958784,8.355458,0.119682,0,0,0,0,100.071016,36757504,68.114363,0.014681,99.870308,35344384,17.181992,0.0582
0,0,0,0,100.1126926,35958784,8.37196,0.119446,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.115695,35958784,8.36698,0.119517,0,0,0,0,100.071545,36757504,69.24488,0.014442,0,0,0,0
99.976899,35360768,142.056737,0.007039,100.116317,35958784,6.41691,0.155838,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.116955,35958784,7.181367,0.139249,99.952828,36515840,77.868568,0.012842,0,0,0,0,0,0,0,0
99.98224,35364864,143.213374,0.006983,100.11756,35958784,7.59473,0.13167,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.116902,35975168,8.600342,0.116274,99.967473,36532224,78.785789,0.012693,0,0,0,0,0,0,0,0
0,0,0,0,100.11693,35975168,9.532342,0.104906,0,0,0,0,100.075277,36765696,68.525074,0.014593,0,0,0,0
0,0,0,0,100.1153907,35975168,9.539554,0.104827,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.114587,35975168,8.370052,0.119474,0,0,0,0,100.081373,36777984,70.471585,0.01419,99.866938,35348480,17.649111,0.05666
0,0,0,0,100.114177,35975168,6.627759,0.150881,99.970148,36552704,78.870171,0.012679,0,0,0,0,0,0,0,0
0,0,0,0,100.115197,35975168,6.878266,0.145385,99.972989,36556800,79.782746,0.012534,0,0,0,0,0,0,0,0
0,0,0,0,100.112693,35975168,7.197434,0.138938,0,0,0,0,100.082644,36814848,71.668084,0.013953,99.874977,35352576,15.747955,0.0635
0,0,0,0,100.113675,35975168,7.207512,0.138744,0,0,0,0,100.082757,36814848,71.326174,0.01402,0,0,0,0
99.988172,35340288,147.124763,0.006797,100.114653,35975168,7.628784,0.131082,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.111656,35975168,7.909614,0.126428,99.983264,36544512,78.062555,0.01281,0,0,0,0,0,0,0,0
0,0,0,0,100.1124676,35975168,7.910459,0.126415,0,0,0,0,0,0,0,0,0,0,0,0
99.985686,35368960,148.29675,0.006743,100.111879,35975168,8.805388,0.113567,0,0,0,0,0,0,0,0,0,0,0,0
99.990728,35389440,148.730592,0.006724,100.117046,35975168,4.177735,0.239364,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100.114213,35975168,5.040112,0.198408,99.981807,36544512,79.071588,0.012647,0,0,0,0,0,0,0,0
0,0,0,0,100.114154,35975168,6.088563,0.164242,0,0,0,0,100.088545,36851712,74.085917,0.013498,0,0,0,0
