date,HopCount,Timestamp_0,Cpu_0,Memory_0,InterArrivalTime_0,QueueLength_0,QueueTime_0,ServiceTime_0,ResponseTime_0,Throughput_0,Timestamp_1,Cpu_1,Memory_1,InterArrivalTime_1,QueueLength_1,QueueTime_1,ServiceTime_1,ResponseTime_1,Throughput_1,Cpu_2,Memory_2,InterArrivalTime_2,QueueLength_2,QueueTime_2,ServiceTime_2,ResponseTime_2,Throughput_2
2024-07-08 14:34:55,0.0,0.0,101.31576036500755,21671936,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-08 14:34:56,0.0,0.0,100.23015168779129,22863872,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-08 14:34:57,0.0,0.0,100.21477166474386,22872064,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-08 14:34:58,0.0,0.0,100.07738369706622,22876160,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-08 14:34:59,0.0,0.0,99.96516681265997,22892544,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-08 14:35:00,0.0,0.0,100.09109520758498,23089152,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-08 14:35:01,2.0,1.1558791,99.995229,23113728,0.000000,0,1014.216100,0.000000,1014.216100,0.985983,0.0,101.323677,23003136,0.000000,0,1012.279000,0.000000,1012.279000,0.987870,0,0,0,0,0,0,0,0
2024-07-08 14:35:02,0.0,0.0,100.11316108786878,23441408,0.000000,0,1014.216100,1022.218000,2036.434100,0.491054,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-08 14:35:03,0.0,0.0,100.00966946684714,23523328,1504.812200,0,1014.216100,1022.218000,2036.434100,0.491054,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-08 14:35:04,2.0,1.1468708000000003,100.039189,23539712,3009.624400,0,1007.267000,1022.218000,2029.485000,0.492736,0.0,100.822373,23449600,1.534600,0,1343.375600,1012.061650,2355.437250,0.424550,0,0,0,0,0,0,0,0
