time,Node,level,msg,HopCount,BrokerId_0,Cpu_0,Throughput_0,QueueTime_0,AverageQueueTime_0,AverageServiceTime_0,ResponseTime_0,ServiceTime_0,InterArrivalTime_0,Memory_0,QueueLength_0,AverageThroughput_0,BrokerId_1,Cpu_1,Throughput_1,QueueTime_1,AverageQueueTime_1,AverageServiceTime_1,ResponseTime_1,ServiceTime_1,InterArrivalTime_1,Memory_1,QueueLength_1,AverageThroughput_1,BrokerId_2,Cpu_2,Throughput_2,QueueTime_2,AverageQueueTime_2,AverageServiceTime_2,ResponseTime_2,ServiceTime_2,InterArrivalTime_2,Memory_2,QueueLength_2,AverageThroughput_2,Timestamp_0,Timestamp_1,Timestamp_2
2024-07-19 20:18:55,localhost:50002,info,Advertisement(apple > 0.32495720303749565) d340967e-0e21-4f2a-977f-c7329dfe94e1,2,localhost:50002,101.676232,0.899814,1.111341,1.111341,0.000000,1.111341,0.000000,0.066711,23638016,2,0.899814,localhost:50003,101.081841,1.094909,0.913318,,,0.913318,0.000000,0.000528,23465984,3,,,,,,,,,,,,,,1.1171989999999994,0.0,0.0
2024-07-19 20:18:57,localhost:50002,info,Advertisement(apple > 0.9514255539585963) 3b15e587-b44f-422e-b746-7af8f94cf644,2,localhost:50002,101.362330,0.318073,2.027086,1.569214,1.116846,3.143933,1.116846,0.454516,24113152,2,0.372293,localhost:50001,100.420386,0.899099,1.112224,,,1.112224,0.000000,0.000257,23453696,1,,,,,,,,,,,,,,1.9963763000000005,0.0,0.0
2024-07-19 20:18:58,localhost:50002,info,Advertisement(apple > 0.9514255539585963) f54362e9-8ab0-4552-8757-0f76761ae7d0,2,localhost:50002,101.253352,0.235586,3.131370,2.089932,1.115109,4.244743,1.113373,0.454516,24330240,1,0.312008,localhost:50004,100.829635,0.899510,1.111716,,,1.111716,0.000000,0.000000,23552000,0,,,,,,,,,,,,,,3.1373879000000002,0.0,0.0
2024-07-19 20:18:59,localhost:50002,info,Advertisement(apple > 0.9514255539585963) 2c87eaf6-965a-4595-9920-5e9016eff85e,2,localhost:50002,101.042022,0.269085,2.615014,2.221203,1.110501,3.716297,1.101283,0.454516,24346624,0,0.300147,localhost:50003,100.951314,0.274487,2.730641,,,3.643154,0.912513,0.250057,24506368,5,,,,,,,,,,,,,,2.6205471000000005,0.0,0.0
2024-07-19 20:19:01,localhost:50002,info,Advertisement(apple > 0.4280683685141758) ea94a29a-527d-4dc2-a135-d4bfce002f72,2,localhost:50002,100.934386,0.452501,1.108364,1.998635,1.108269,2.209939,1.101575,0.961178,24567808,1,0.321864,localhost:50001,100.196753,0.364122,1.642297,,,2.746329,1.104032,0.717199,24313856,1,,,,,,,,,,,,,,1.0786371999999993,0.0,0.0
2024-07-19 20:19:02,localhost:50002,info,Advertisement(apple > 0.9467149529822368) 6b257d59-fc5f-4136-853f-c58b74bd5a43,2,localhost:50002,100.807897,0.300745,2.208202,2.033563,1.109989,3.325072,1.116871,0.859867,25051136,2,0.318111,localhost:50004,100.544299,0.362404,1.657787,,,2.759351,1.101564,0.836477,24616960,0,,,,,,,,,,,,,,2.2162457,0.0,0.0
2024-07-19 20:19:03,localhost:50002,info,Advertisement(apple > 0.5437998784462557) 77c49521-5817-4fe0-b69f-3ea50d8b4e10,2,localhost:50002,100.746478,0.299869,2.221417,2.060399,1.110554,3.334792,1.113375,0.907284,25423872,3,0.315363,localhost:50001,100.263333,0.258317,2.755625,,,3.871206,1.115581,0.781231,24555520,2,,,,,,,,,,,,,,2.1902119000000013,0.0,0.0
2024-07-19 20:19:04,localhost:50002,info,Advertisement(apple > 0.4165639246370127) c051cecd-985a-40e5-be11-67e4dcadf1ad,3,localhost:50002,100.694761,0.225988,3.315275,2.217259,1.110436,4.425007,1.109732,0.907562,25714688,3,0.300508,localhost:50004,100.707510,0.448944,1.107869,,,2.227450,1.119581,0.864890,25288704,2,,localhost:50005,100.268962,0.362405,1.657275,,,2.759347,1.102072,1.004086,23961600,0,,3.321292400000001,1.129569,0.0
2024-07-19 20:19:06,localhost:50002,info,Advertisement(apple > 0.9891143766508728) aaf35eb8-2585-4dd3-8e3a-3c0e88d1d7a6,2,localhost:50002,100.702821,0.234793,3.147134,2.320578,1.110625,4.259079,1.111945,0.908362,26058752,3,0.291443,localhost:50003,100.525146,0.201747,4.054663,,,4.956708,0.902045,0.468286,25706496,9,,,,,,,,,,,,,,3.154668499999998,0.0,0.0
2024-07-19 20:19:07,localhost:50002,info,Advertisement(apple > 0.34713423442162805) 311523e3-6a47-4f04-9ea7-6db845ed6562,2,localhost:50002,100.665608,0.224256,3.345598,2.423080,1.110955,4.459194,1.113596,0.809542,26361856,4,0.282963,localhost:50003,100.451574,0.170305,4.965505,,,5.871806,0.906300,0.468286,25878528,8,,,,,,,,,,,,,,3.3506351,0.0,0.0
2024-07-19 20:19:08,localhost:50002,info,Advertisement(apple > 0.5051732037639256) f412131e-bfcb-471c-8472-e19b50bf9748,2,localhost:50002,100.686939,0.214542,3.548720,2.525411,1.111096,4.661084,1.112364,0.828163,26685440,4,0.274989,localhost:50003,100.399599,0.147378,5.874377,,,6.785277,0.910900,0.418369,26361856,12,,,,,,,,,,,,,,3.5537576999999985,0.0,0.0
2024-07-19 20:19:09,localhost:50002,info,Advertisement(apple > 0.7331571707205723) 40b2de9e-b136-4f20-af55-b61dd9e79cec,2,localhost:50002,100.621862,0.205887,3.746583,2.627175,1.111038,4.857044,1.110461,0.828163,26890240,3,0.267507,localhost:50003,100.499459,0.129857,6.791463,,,7.700802,0.909339,0.444744,26546176,12,,,,,,,,,,,,,,3.751620899999999,0.0,0.0
2024-07-19 20:19:10,localhost:50002,info,Advertisement(apple > 0.5691806440244731) 35f274a4-0368-46ad-b940-90d7c23e52a6,2,localhost:50002,100.720934,0.179946,4.442186,2.766792,1.111370,5.557207,1.115022,0.917558,27250688,3,0.257854,localhost:50001,100.115329,0.302627,2.190856,,,3.304397,1.113541,0.803053,25292800,4,,,,,,,,,,,,,,4.413476899999999,0.0,0.0
2024-07-19 20:19:11,localhost:50002,info,Advertisement(apple > 0.709853131546507) 5484f807-dd51-4dd0-b9ad-23972a2d4ba6,2,localhost:50002,100.742766,0.150397,5.537708,2.964714,1.111368,6.649050,1.111341,0.917558,27475968,2,0.245334,localhost:50004,100.440946,0.301373,2.205821,,,3.318151,1.112330,0.940897,25882624,2,,,,,,,,,,,,,,5.546726700000001,0.0,0.0
2024-07-19 20:19:12,localhost:50002,info,Advertisement(apple > 0.01716697506545597) 9b0f8c70-84e5-44e8-a5c4-3187101459ea,2,localhost:50002,100.757089,0.149808,5.562174,3.137878,1.111487,6.675204,1.113030,0.917558,27766784,1,0.235329,localhost:50001,100.113854,0.226405,3.297659,,,4.416857,1.119198,0.764573,25513984,4,,,,,,,,,,,,,,5.530463899999997,0.0,0.0
