date,HopCount,Timestamp_0,BrokerId_0,Cpu_0,Memory_0,InterArrivalTime_0,QueueLength_0,QueueTime_0,ServiceTime_0,ResponseTime_0,Throughput_0,Timestamp_1,BrokerId_1,Cpu_1,Memory_1,InterArrivalTime_1,QueueLength_1,QueueTime_1,ServiceTime_1,ResponseTime_1,Throughput_1,BrokerId_2,Cpu_2,Memory_2,InterArrivalTime_2,QueueLength_2,QueueTime_2,ServiceTime_2,ResponseTime_2,Throughput_2
2024-07-31 15:48:56,2.0,4.859248000000001,2.0,100.520608,31989760,1.019766,5,4.874095,1.170640,6.044736,0.165433,0.0,3.0,100.511736,30887936,0.508244,32,17.426396,0.914755,18.341151,0.054522,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:48:57,2.0,5.114279600000003,2.0,100.498633,32018432,1.019766,4,5.129618,1.170606,6.300224,0.158725,0.0,3.0,100.533280,31031296,0.498849,36,18.332755,0.911285,19.244040,0.051964,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:48:58,3.0,6.0229777000000055,2.0,100.479611,32051200,1.036197,4,6.030639,1.162396,7.193035,0.139023,9.699619299999995,4.0,100.200602,31358976,0.886766,11,9.701341,1.162014,10.863355,0.092053,5.0,100.066617,26009600,1.146429,3,3.471561,1.158615,4.630176,0.215975
2024-07-31 15:48:59,2.0,5.711592000000003,2.0,100.524355,32100352,1.030884,5,5.725465,1.160806,6.886271,0.145216,0.0,1.0,100.195659,30470144,0.743357,20,14.640169,1.154098,15.794267,0.063314,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:00,2.0,5.699496199999999,2.0,100.539808,32206848,1.010033,6,5.715369,1.157092,6.872461,0.145508,0.0,1.0,100.165903,30679040,0.750870,20,15.808337,1.158131,16.966468,0.058940,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:01,0.0,0.0,0.0,100.53182362477897,32419840,1.010033,5,5.715369,1.159044,6.874413,0.145467,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:02,2.0,6.027680199999999,2.0,100.527538,32423936,1.010033,5,6.035341,1.159044,7.194385,0.138997,0.0,4.0,100.191550,31707136,0.883916,12,11.245353,1.165989,12.411342,0.080571,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:03,2.0,5.453780900000005,2.0,100.539652,32722944,1.016076,6,5.467653,1.170645,6.638298,0.150641,0.0,3.0,100.482694,31322112,0.509153,39,18.386278,0.903050,19.289328,0.051842,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:04,2.0,5.6969800000000035,2.0,100.521328,32956416,1.001763,6,5.712853,1.157609,6.870462,0.145551,0.0,3.0,100.482013,31375360,0.514349,39,19.303584,0.917845,20.221430,0.049452,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:05,2.0,5.938245299999998,2.0,100.509008,32968704,1.001763,5,5.953118,1.157013,7.110131,0.140644,0.0,3.0,100.483726,31465472,0.514349,38,20.218124,0.915814,21.133938,0.047317,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:06,2.0,6.178364700000003,2.0,100.498605,33214464,1.001763,4,6.194238,1.162773,7.357011,0.135925,0.0,3.0,100.457224,31584256,0.521434,38,21.134027,0.917506,22.051534,0.045348,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:07,3.0,7.192166399999998,2.0,100.489819,33755136,1.049468,5,7.199828,1.158864,8.358692,0.119636,12.0206668,4.0,100.174430,32014336,0.888457,13,12.022388,1.163595,13.185983,0.075838,5.0,100.045417,26611712,1.148640,3,3.859383,1.160259,5.019642,0.199217
2024-07-31 15:49:08,0.0,0.0,0.0,100.4841787240512,33759232,1.049468,4,7.199828,1.169129,8.368956,0.119489,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:09,2.0,6.8856177000000045,2.0,100.477409,33759232,1.046945,5,6.899491,1.169129,8.068620,0.123937,0.0,1.0,100.176562,30928896,0.742988,24,17.345730,1.157545,18.503274,0.054044,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:10,2.0,7.191453100000004,2.0,100.468169,33771520,1.031560,6,7.199114,1.158118,8.357232,0.119657,0.0,4.0,100.161335,32100352,0.870111,13,12.788739,1.157854,13.946593,0.071702,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:11,2.0,8.041665800000004,2.0,100.504270,33783808,1.005622,7,8.056538,1.157825,9.214363,0.108526,0.0,1.0,100.195540,31162368,0.727683,26,18.503081,1.161141,19.664222,0.050854,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:12,3.0,4.874210200000007,2.0,100.517477,33800192,1.003332,7,4.881871,1.157832,6.039703,0.165571,13.147425499999997,4.0,100.212253,32182272,0.877644,15,13.149147,1.163428,14.312576,0.069869,5.0,100.053335,27222016,1.150464,3,4.264148,1.160710,5.424858,0.184337
2024-07-31 15:49:13,2.0,5.888598299999998,2.0,100.508370,33837056,1.003332,6,5.901470,1.159016,7.060486,0.141633,0.0,3.0,100.432390,32464896,0.515675,44,22.986558,0.903594,23.890151,0.041858,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:14,2.0,6.128683600000002,2.0,100.519904,33849344,1.003332,5,6.143557,1.170135,7.313692,0.136730,0.0,3.0,100.456842,33357824,0.510525,48,23.901551,0.920214,24.821765,0.040287,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:15,0.0,0.0,0.0,100.5300347045286,33853440,1.003332,4,6.143557,1.157840,7.301397,0.136960,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:16,2.0,6.382116500000009,2.0,100.513345,33865728,1.059643,5,6.397990,1.157840,7.555830,0.132348,0.0,3.0,100.457788,33386496,0.511196,48,24.817638,0.915753,25.733390,0.038860,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:17,2.0,7.215942499999997,2.0,100.525275,33878016,1.061519,5,7.223605,1.170498,8.394102,0.119131,0.0,4.0,100.199500,32264192,0.886612,15,14.328076,1.158607,15.486683,0.064572,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:18,2.0,8.0683248,2.0,100.533532,33882112,1.045737,6,8.081197,1.156804,9.238001,0.108249,0.0,1.0,100.206796,31281152,0.742302,28,20.037377,1.157485,21.194861,0.047181,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:19,2.0,8.941719300000003,2.0,100.521681,33890304,1.045737,5,8.957592,1.162084,10.119676,0.098817,0.0,3.0,100.436359,33402880,0.516978,48,25.733273,0.917066,26.650339,0.037523,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:20,2.0,9.228640099999993,2.0,100.509217,33902592,1.038032,6,9.244514,1.156988,10.401501,0.096140,0.0,1.0,100.200032,31301632,0.742302,27,21.193223,1.160826,22.354049,0.044735,0.0,0,0,0,0,0,0,0,0
2024-07-31 15:49:21,3.0,6.074546699999999,2.0,100.492375,33902592,1.035105,7,6.082208,1.158729,7.240937,0.138104,15.444753599999999,4.0,100.202520,32571392,0.893512,16,15.446476,1.161206,16.607682,0.060213,5.0,100.039011,28037120,1.151841,3,4.658260,1.158618,5.816879,0.171914
2024-07-31 15:49:22,0.0,0.0,0.0,100.50326461190777,33906688,1.035105,6,6.082208,1.164396,7.246604,0.137996,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
