time,Node,level,msg,HopCount,QueueTime_0,Throughput_0,InterArrivalTime_0,QueueLength_0,Cpu_0,ServiceTime_0,BrokerId_0,Memory_0,AverageQueueTime_0,AverageThroughput_0,AverageServiceTime_0,ResponseTime_0,QueueTime_1,Throughput_1,InterArrivalTime_1,QueueLength_1,Cpu_1,ServiceTime_1,BrokerId_1,Memory_1,AverageQueueTime_1,AverageThroughput_1,AverageServiceTime_1,ResponseTime_1,QueueTime_2,Throughput_2,InterArrivalTime_2,QueueLength_2,Cpu_2,ServiceTime_2,BrokerId_2,Memory_2,AverageQueueTime_2,AverageThroughput_2,AverageServiceTime_2,ResponseTime_2,Timestamp_0,Timestamp_1,Timestamp_2
2024-07-31 15:48:44,localhost:50002,info,Advertisement(apple > 0.9636829549229644) 0fb9dac2-617d-431f-ba18-26d495a659eb,2,5.034411,0.161233,0.980016,4,100.527269,1.167775,2,31379456,3.736267,0.204121,1.162787,6.202186,11.023121,0.083720,0.510890,23,100.659759,0.921497,3,30310400,,,,11.944618,,,,,,,,,,,,,5.018537800000004,0.0,0.0
2024-07-31 15:48:45,localhost:50002,info,Advertisement(apple > 0.21121055916030712) deaf3ea1-c6dd-4a30-baeb-a4a8ebb4365c,2,5.978264,0.139915,0.981054,5,100.545770,1.168947,2,31449088,3.816338,0.200829,1.163016,7.147211,5.822386,0.143299,0.902446,7,100.205484,1.156049,4,29151232,,,,6.978435,,,,,,,,,,,,,5.970602400000004,0.0,0.0
2024-07-31 15:48:46,localhost:50002,info,Advertisement(apple > 0.90429140801499) bc2a4876-510a-4d42-8a87-1d55f746426e,2,6.438116,0.131647,0.981054,4,100.593419,1.157956,2,31490048,3.906744,0.197255,1.162835,7.596071,11.935335,0.077836,0.512054,23,100.621272,0.912119,3,30310400,,,,12.847454,,,,,,,,,,,,,6.423226200000002,0.0,0.0
2024-07-31 15:48:48,localhost:50002,info,Advertisement(apple > 0.1397904246258452) a685ae44-9793-469b-ab61-0f77ab0abe79,2,6.691352,0.127354,1.020518,4,100.571516,1.160802,2,31588352,3.999564,0.193711,1.162765,7.852154,12.838917,0.072711,0.510261,25,100.611975,0.914174,3,30437376,,,,13.753091,,,,,,,,,,,,,6.678118899999994,0.0,0.0
2024-07-31 15:48:49,localhost:50002,info,Advertisement(apple > 0.03612237246918799) 86fd42c8-223b-42c4-9da7-54e7f814fdf5,2,5.653480,0.146802,1.020518,3,100.546631,1.158430,2,31604736,4.052917,0.191735,1.162620,6.811911,9.625797,0.092698,0.759541,14,100.233139,1.161902,1,28151808,,,,10.787700,,,,,,,,,,,,,5.641607999999998,0.0,0.0
2024-07-31 15:48:50,localhost:50002,info,Advertisement(apple > 0.4044986142051283) 2cf1c17b-411b-43b4-af22-cf13a6bce865,2,5.656419,0.146620,1.038739,3,100.568260,1.163941,2,31625216,4.103026,0.189909,1.162663,6.820360,10.796397,0.083584,0.769289,14,100.227038,1.167646,1,28348416,,,,11.964043,,,,,,,,,,,,,5.641089700000002,0.0,0.0
2024-07-31 15:48:51,localhost:50002,info,Advertisement(apple > 0.3657227208017768) 8714c725-49f6-492d-94ae-8e3ded5aaed3,3,5.999206,0.139504,1.031943,4,100.560485,1.169040,2,31670272,4.160486,0.187852,1.162862,7.168246,8.537602,0.103109,0.878081,9,100.208851,1.160827,4,30994432,,,,9.698429,3.078983,0.235877,1.143355,3,100.023425,1.160521,5.0,25481216,,,,4.239503,5.992046800000004,8.535879299999998,0.0
2024-07-31 15:48:52,localhost:50002,info,Advertisement(apple > 0.5632660657699626) e492f3ad-356a-4473-9aee-8996145912ff,2,4.845576,0.166279,1.008925,5,100.552550,1.168413,2,31735808,4.180636,0.187137,1.163030,6.013990,8.526418,0.103230,0.887856,9,100.177615,1.160718,4,31129600,,,,9.687136,,,,,,,,,,,,,4.839915599999998,0.0,0.0
2024-07-31 15:48:53,localhost:50002,info,Advertisement(apple > 0.38958353034090365) acc68cd4-9d10-41bf-af99-dab264ee02da,2,4.358756,0.180900,1.008925,4,100.540411,1.169174,2,31768576,4.185725,0.186953,1.163211,5.527929,15.601131,0.060554,0.527846,29,100.497738,0.913152,3,30732288,,,,16.514283,,,,,,,,,,,,,4.345882700000004,0.0,0.0
2024-07-31 15:48:55,localhost:50002,info,Advertisement(apple > 0.40959473697296167) db1f47c4-7532-4db4-97da-2b85c581137d,2,4.614170,0.172853,1.020259,4,100.533310,1.171098,2,31879168,4.197626,0.186530,1.163436,5.785268,16.516356,0.057362,0.508244,33,100.532686,0.916686,3,30838784,,,,17.433042,,,,,,,,,,,,,4.5982974,0.0,0.0
2024-07-31 15:48:56,localhost:50002,info,Advertisement(apple > 0.2644666158336962) 6c824973-9954-4772-9820-a0dc03fd5fd0,2,4.874095,0.165433,1.019766,5,100.520608,1.170640,2,31989760,4.215909,0.185889,1.163637,6.044736,17.426396,0.054522,0.508244,32,100.511736,0.914755,3,30887936,,,,18.341151,,,,,,,,,,,,,4.859248000000001,0.0,0.0
2024-07-31 15:48:57,localhost:50002,info,Advertisement(apple > 0.38416020893955494) 0f8c6654-5b8f-47a7-b78a-56af2df36b57,2,5.129618,0.158725,1.019766,4,100.498633,1.170606,2,32018432,4.239954,0.185056,1.163825,6.300224,18.332755,0.051964,0.498849,36,100.533280,0.911285,3,31031296,,,,19.244040,,,,,,,,,,,,,5.114279600000003,0.0,0.0
2024-07-31 15:48:58,localhost:50002,info,Advertisement(apple > 0.0663399264612877) 9dafb9f8-e84e-425d-ab60-987ffb806dae,3,6.030639,0.139023,1.036197,4,100.479611,1.162396,2,32051200,4.285869,0.183498,1.163787,7.193035,9.701341,0.092053,0.886766,11,100.200602,1.162014,4,31358976,,,,10.863355,3.471561,0.215975,1.146429,3,100.066617,1.158615,5.0,26009600,,,,4.630176,6.0229777000000055,9.699619299999995,0.0
2024-07-31 15:48:59,localhost:50002,info,Advertisement(apple > 0.12179297768146218) d8efbff5-b616-469e-aa25-35eb78da07cc,2,5.725465,0.145216,1.030884,5,100.524355,1.160806,2,32100352,4.321859,0.182296,1.163711,6.886271,14.640169,0.063314,0.743357,20,100.195659,1.154098,1,30470144,,,,15.794267,,,,,,,,,,,,,5.711592000000003,0.0,0.0
2024-07-31 15:49:00,localhost:50002,info,Advertisement(apple > 0.524620334335069) 625e7584-b798-4420-9390-db2e5261f6d5,2,5.715369,0.145508,1.010033,6,100.539808,1.157092,2,32206848,4.355847,0.181179,1.163545,6.872461,15.808337,0.058940,0.750870,20,100.165903,1.158131,1,30679040,,,,16.966468,,,,,,,,,,,,,5.699496199999999,0.0,0.0
2024-07-31 15:49:02,localhost:50002,info,Advertisement(apple > 0.010275503246601985) c45a0d82-c833-477f-b428-97ee82bff3da,2,6.035341,0.138997,1.010033,5,100.527538,1.159044,2,32423936,4.395835,0.179880,1.163436,7.194385,11.245353,0.080571,0.883916,12,100.191550,1.165989,4,31707136,,,,12.411342,,,,,,,,,,,,,6.027680199999999,0.0,0.0
2024-07-31 15:49:03,localhost:50002,info,Advertisement(apple > 0.2094579740083214) 0b8098e0-0b37-4a1d-bae9-96846cfb3c4c,2,5.467653,0.150641,1.016076,6,100.539652,1.170645,2,32722944,4.420761,0.179071,1.163607,6.638298,18.386278,0.051842,0.509153,39,100.482694,0.903050,3,31322112,,,,19.289328,,,,,,,,,,,,,5.453780900000005,0.0,0.0
