time,Node,level,msg,HopCount,QueueTime_0,Throughput_0,InterArrivalTime_0,QueueLength_0,Cpu_0,ServiceTime_0,BrokerId_0,Memory_0,AverageQueueTime_0,AverageThroughput_0,AverageServiceTime_0,ResponseTime_0,QueueTime_1,Throughput_1,InterArrivalTime_1,QueueLength_1,Cpu_1,ServiceTime_1,BrokerId_1,Memory_1,AverageQueueTime_1,AverageThroughput_1,AverageServiceTime_1,ResponseTime_1,QueueTime_2,Throughput_2,InterArrivalTime_2,QueueLength_2,Cpu_2,ServiceTime_2,BrokerId_2,Memory_2,AverageQueueTime_2,AverageThroughput_2,AverageServiceTime_2,ResponseTime_2,Timestamp_0,Timestamp_1,Timestamp_2
2024-07-22 16:42:30,localhost:50002,info,Advertisement(apple > 0.6679830524862324) b4ba54b7-b414-47d8-91e4-3c3fdd24dd91,2,3.965943,0.195187,0.814835,5,100.238601,1.157357,2,26648576,2.703513,0.258656,1.162622,5.123300,4.580094,0.181806,0.490507,8,100.247611,0.920282,3,25964544,,,,5.500376,,,,,,,,,,,,,3.961635700000002,0.0,0.0
2024-07-22 16:42:31,localhost:50002,info,Advertisement(apple > 0.3686898700883022) f831f3cb-8680-483a-8062-d7f72f8654e9,2,4.213572,0.186026,0.768640,5,100.329613,1.162006,2,27000832,2.829351,0.250506,1.162566,5.375579,5.495826,0.156039,0.450773,12,100.265019,0.912848,3,26554368,,,,6.408674,,,,,,,,,,,,,4.208769199999999,0.0,0.0
2024-07-22 16:42:32,localhost:50002,info,Advertisement(apple > 0.12854083052944254) 15ae79b0-9f70-4f91-9090-dd6a6ad977f4,2,4.456559,0.178000,0.768640,4,100.295453,1.161410,2,27226112,2.954521,0.242896,1.162469,5.617969,6.412046,0.136466,0.465758,12,100.198521,0.915761,3,26816512,,,,7.327807,,,,,,,,,,,,,4.452378699999997,0.0,0.0
2024-07-22 16:42:33,localhost:50002,info,Advertisement(apple > 0.1382354361984243) b7c3b9da-bf98-42e6-b17b-afd3c7bd29ac,2,4.655277,0.171936,0.768640,3,100.255775,1.160826,2,27516928,3.076003,0.235941,1.162343,5.816103,1.966608,0.319298,0.895534,2,100.333418,1.165267,1,25604096,,,,3.131875,,,,,,,,,,,,,4.676849600000001,0.0,0.0
2024-07-22 16:42:35,localhost:50002,info,Advertisement(apple > 0.9631046511470172) d0c6b670-5aec-49dc-9373-1bc92955909f,2,5.788142,0.143861,0.768640,2,100.236569,1.163033,2,27779072,3.256813,0.226285,1.162392,6.951175,1.981611,0.317919,1.065617,1,100.258133,1.163844,4,25534464,,,,3.145455,,,,,,,,,,,,,5.794875300000001,0.0,0.0
2024-07-22 16:42:36,localhost:50002,info,Advertisement(apple > 0.055990037859177555) 9d583b11-eca1-4e1a-8fb2-67daed6c951b,2,5.817783,0.143321,1.010438,2,100.263390,1.159555,2,28094464,3.416873,0.218385,1.162203,6.977338,3.122810,0.233304,0.801030,4,100.302610,1.163441,1,26112000,,,,4.286251,,,,,,,,,,,,,5.8376622000000005,0.0,0.0
2024-07-22 16:42:37,localhost:50002,info,Advertisement(apple > 0.27025943347627773) 512fa57f-528a-4c1b-97bf-d09008069adf,3,6.948565,0.123278,0.955174,3,100.239257,1.163200,2,28569600,3.624620,0.208904,1.162265,8.111765,1.183010,0.424628,0.930761,3,100.234974,1.171992,4,26210304,,,,2.355002,1.966608,0.319706,1.164195,1,100.099765,1.161265,5.0,24514560,,,,3.127873,6.9427091999999995,1.1967825000000012,0.0
2024-07-22 16:42:38,localhost:50002,info,Advertisement(apple > 0.1382354361984243) 280ecb90-917d-4ca9-b9c9-b50eaf13f8c9,2,2.996017,0.240629,0.920082,5,100.241287,1.159763,2,29081600,3.589697,0.210446,1.162118,4.155781,8.274627,0.108797,0.477132,18,100.356155,0.916783,3,28033024,,,,9.191411,,,,,,,,,,,,,2.9937106999999976,0.0,0.0
2024-07-22 16:42:39,localhost:50002,info,Advertisement(apple > 0.755260982427647) 138c8aea-c418-4785-89c2-c9d1837618e3,2,3.480188,0.215497,0.929919,5,100.223181,1.160240,2,29220864,3.583934,0.210706,1.162014,4.640427,3.538997,0.212809,0.885292,4,100.258338,1.160045,4,27287552,,,,4.699042,,,,,,,,,,,,,3.4780209000000006,0.0,0.0
2024-07-22 16:42:40,localhost:50002,info,Advertisement(apple > 0.44249940313433267) 82d87734-099a-4b3e-9177-b5ef2fb78773,2,4.400361,0.179677,0.929919,4,100.201423,1.165168,2,29421568,3.624755,0.208902,1.162180,5.565529,9.191214,0.098964,0.494245,18,100.359694,0.913502,3,28221440,,,,10.104716,,,,,,,,,,,,,4.396054400000001,0.0,0.0
2024-07-22 16:42:42,localhost:50002,info,Advertisement(apple > 0.04692311274828076) 12a260bf-c808-4a66-9cbf-4f7d9dc8467e,2,4.643428,0.172170,0.940554,4,100.226131,1.164781,2,30490624,3.673263,0.206801,1.162310,5.808209,10.105119,0.090738,0.494245,17,100.368664,0.915603,3,28364800,,,,11.020722,,,,,,,,,,,,,4.641259699999999,0.0,0.0
2024-07-22 16:42:43,localhost:50002,info,Advertisement(apple > 0.7341691993709184) 79b7d2b1-afb7-4c2e-b2eb-a2ae29d31e0d,2,4.895278,0.165168,0.940554,3,100.204850,1.159159,2,30691328,3.728809,0.204458,1.162160,6.054438,11.016705,0.083789,0.480754,21,100.337217,0.918093,3,28901376,,,,11.934798,,,,,,,,,,,,,4.889971399999997,0.0,0.0
2024-07-22 16:42:44,localhost:50002,info,Advertisement(apple > 0.0627565145706857) 8e1850bd-4781-4a08-ba3c-b0edff8c6458,2,5.842986,0.142591,0.977182,4,100.179091,1.170084,2,30789632,3.820730,0.200672,1.162520,7.013070,5.837714,0.142906,0.801153,8,100.286947,1.159905,1,26935296,,,,6.997620,,,,,,,,,,,,,5.866558099999999,0.0,0.0
2024-07-22 16:42:45,localhost:50002,info,Advertisement(apple > 0.5246267599119291) e8562e40-c8ad-44d4-aebf-a576e6a81072,2,5.845175,0.142593,0.974976,4,100.209696,1.167790,2,30896128,3.905082,0.197323,1.162749,7.012964,6.995857,0.122623,0.801153,7,100.267137,1.159217,1,27029504,,,,8.155074,,,,,,,,,,,,,5.865746299999998,0.0,0.0
2024-07-22 16:42:46,localhost:50002,info,Advertisement(apple > 0.8229186297744129) bc141086-ef19-43fb-b524-c364516ab04a,3,5.809692,0.143512,0.944646,6,100.192861,1.158355,2,31014912,3.981266,0.194408,1.162566,6.968047,5.820252,0.143361,0.984780,3,100.244833,1.155166,4,28008448,,,,6.975418,2.361358,0.283576,1.139181,2,100.167028,1.165034,5.0,25329664,,,,3.526393,5.809838800000001,5.8335285,0.0
2024-07-22 16:42:47,localhost:50002,info,Advertisement(apple > 0.8692167742805411) c3051577-323b-4667-8e7d-43fc1a8d6b5d,2,4.643163,0.172311,0.922522,7,100.173454,1.160306,2,31096832,4.006724,0.193454,1.162476,5.803469,5.103950,0.159742,0.947428,4,100.245383,1.156159,4,28573696,,,,6.260109,,,,,,,,,,,,,4.6493106,0.0,0.0
2024-07-22 16:42:49,localhost:50002,info,Advertisement(apple > 0.755260982427647) 61ced5c4-e693-481c-87be-43d6b1ac6616,2,5.260875,0.155628,0.922522,6,100.160490,1.164715,2,31166464,4.053174,0.191727,1.162562,6.425590,11.061716,0.083492,0.500969,24,100.292675,0.915408,3,30838784,,,,11.977125,,,,,,,,,,,,,5.258073899999999,0.0,0.0
2024-07-22 16:42:50,localhost:50002,info,Advertisement(apple > 0.46098503765663784) b5fdd86a-dd58-425e-87e1-dda670232f75,2,5.503054,0.150295,0.922522,5,100.152864,1.150533,2,31166464,4.104955,0.189859,1.162116,6.653587,11.977080,0.077593,0.507569,24,100.338906,0.910646,3,30982144,,,,12.887726,,,,,,,,,,,,,5.497746899999996,0.0,0.0
2024-07-22 16:42:51,localhost:50002,info,Advertisement(apple > 0.226568113783715) 289da541-4019-450a-9392-6f4d028773dc,2,5.762273,0.144344,0.964953,5,100.148045,1.165598,2,31305728,4.162104,0.187817,1.162241,6.927871,12.890003,0.072435,0.484595,28,100.312821,0.915417,3,31211520,,,,13.805419,,,,,,,,,,,,,5.756987599999995,0.0,0.0
2024-07-22 16:42:52,localhost:50002,info,Advertisement(apple > 0.7380938821072188) a0e5754d-ed6f-472e-b2ee-30514d866fc0,2,6.005253,0.139365,0.964953,4,100.171684,1.170142,2,31416320,4.223543,0.185665,1.162513,7.175395,13.804897,0.067945,0.484595,27,100.321417,0.912923,3,31334400,,,,14.717820,,,,,,,,,,,,,6.000945899999998,0.0,0.0
2024-07-22 16:42:53,localhost:50002,info,Advertisement(apple > 0.38195668688982554) c0223e34-b83c-4425-a91e-8e09520e51ca,2,7.008012,0.122439,0.964953,3,100.163866,1.159318,2,31604736,4.313364,0.182623,1.162407,8.167330,8.555386,0.102937,0.785361,11,100.228600,1.159259,1,27959296,,,,9.714645,,,,,,,,,,,,,7.029583300000006,0.0,0.0
2024-07-22 16:42:54,localhost:50002,info,Advertisement(apple > 0.27251144826418555) 5cde78f6-f40f-4749-955f-3a182d4b5cbc,3,8.123707,0.107708,1.066313,3,100.147015,1.160642,2,31940608,4.432437,0.178738,1.162350,9.284349,4.683020,0.171046,0.908649,6,100.229724,1.163356,4,29474816,,,,5.846376,3.912217,0.197122,1.074277,2,100.167928,1.160780,5.0,26107904,,,,5.072996,8.1208521,4.696408300000002,0.0
2024-07-22 16:42:56,localhost:50002,info,Advertisement(apple > 0.055534897177769514) 348d6579-b9a3-4907-94f9-c12e8ed1a75b,2,8.175053,0.107103,1.014849,5,100.192468,1.161758,2,32038912,4.545850,0.175187,1.162331,9.336812,9.715527,0.091916,0.795657,11,100.209397,1.163917,1,28180480,,,,10.879444,,,,,,,,,,,,,8.194624999999995,0.0,0.0
2024-07-22 16:42:57,localhost:50002,info,Advertisement(apple > 0.577039867993865) b117c084-1517-43de-aa1f-1609253c07bd,2,6.971943,0.122911,0.968910,7,100.176082,1.164040,2,32145408,4.617206,0.173023,1.162383,8.135983,6.665240,0.127816,0.954448,5,100.186693,1.158536,4,30543872,,,,7.823776,,,,,,,,,,,,,6.968088100000003,0.0,0.0
2024-07-22 16:42:58,localhost:50002,info,Advertisement(apple > 0.28719425987857633) 664aedbb-46fb-4b5a-9cb6-d0ed1b377668,2,3.615633,0.209394,0.953652,7,100.172016,1.160043,2,32165888,4.588589,0.173886,1.162314,4.775675,16.593811,0.057119,0.504888,33,100.257353,0.913516,3,31723520,,,,17.507327,,,,,,,,,,,,,3.612325400000003,0.0,0.0
2024-07-22 16:42:59,localhost:50002,info,Advertisement(apple > 0.5721384067023418) 2985dedf-82f9-4ce4-a31c-574bdfca2112,3,4.634045,0.172703,0.953652,6,100.165281,1.156252,2,32182272,4.589852,0.173853,1.162141,5.790297,7.008014,0.122350,0.923433,8,100.177477,1.165272,4,30920704,,,,8.173286,4.301564,0.183101,1.076877,2,100.124539,1.159917,5.0,26714112,,,,5.461480,4.630191199999999,7.0227853000000025,0.0
2024-07-22 16:43:00,localhost:50002,info,Advertisement(apple > 0.46374036780703387) 2afce683-d2b2-4952-8183-00ee9048ed23,2,5.040879,0.161249,0.953652,5,100.160008,1.160715,2,32243712,4.602042,0.173486,1.162101,6.201595,17.495798,0.054343,0.504864,33,100.254721,0.905690,3,31801344,,,,18.401489,,,,,,,,,,,,,5.037573300000005,0.0,0.0
2024-07-22 16:43:01,localhost:50002,info,Advertisement(apple > 0.6112983889958117) 6ebf9529-6c45-4aae-99e8-d1c01ae81fc3,2,5.864886,0.142135,1.006326,5,100.203778,1.170700,2,32317440,4.635275,0.172485,1.162334,7.035586,12.420117,0.073627,0.783014,15,100.188378,1.161797,1,29184000,,,,13.581914,,,,,,,,,,,,,5.887459,0.0,0.0
2024-07-22 16:43:03,localhost:50002,info,Advertisement(apple > 0.5278703230894651) 067cb704-0aa2-412c-b471-38eee849abed,2,6.960887,0.123107,1.011483,6,100.198060,1.162154,2,32464896,4.694906,0.170729,1.162329,8.123041,7.074609,0.121427,0.923433,7,100.189527,1.160759,4,30973952,,,,8.235368,,,,,,,,,,,,,6.958032299999999,0.0,0.0
2024-07-22 16:43:04,localhost:50002,info,Advertisement(apple > 0.523125455558901) 9b66bd1d-4c1d-461d-a42d-0508096c6a10,2,7.606453,0.114110,0.993064,7,100.188590,1.157024,2,32559104,4.767694,0.168637,1.162193,8.763477,18.408991,0.051775,0.492185,37,100.266479,0.905169,3,31883264,,,,19.314160,,,,,,,,,,,,,7.602145799999995,0.0,0.0
2024-07-22 16:43:05,localhost:50002,info,Advertisement(apple > 0.46407120986140254) 30fdf1c2-edb8-4289-917e-671afd0bb38c,2,8.181757,0.107066,0.965893,8,100.175309,1.158253,2,32817152,4.850964,0.166305,1.162095,9.340010,13.577120,0.067812,0.781685,16,100.169994,1.169551,1,30539776,,,,14.746671,,,,,,,,,,,,,8.202328700000002,0.0,0.0
2024-07-22 16:43:06,localhost:50002,info,Advertisement(apple > 0.14940574606248191) 3b4f38f1-5459-409d-b1ee-8e8f9ba3787a,2,9.011793,0.098276,0.964906,8,100.195438,1.163646,2,33550336,4.950032,0.163608,1.162132,10.175439,19.323894,0.049415,0.496265,37,100.242931,0.912858,3,31928320,,,,20.236752,,,,,,,,,,,,,9.006485400000003,0.0,0.0
2024-07-22 16:43:07,localhost:50002,info,Advertisement(apple > 0.9733379273695352) 5f9809c7-dd7a-4684-8c75-987f1cd59417,3,6.952858,0.123320,0.964906,7,100.212148,1.156110,2,33648640,4.996609,0.162375,1.161989,8.108968,8.189934,0.106887,0.940805,8,100.157338,1.165716,4,31166464,,,,9.355650,3.528847,0.213433,1.057181,4,100.128051,1.156454,5.0,27496448,,,,4.685300,6.9480024,8.202243199999998,0.0
2024-07-22 16:43:08,localhost:50002,info,Advertisement(apple > 0.4224693400250391) d37ca9dc-cbe0-471d-a954-e6a4f76a8624,2,5.882067,0.141990,0.964906,6,100.230232,1.160671,2,33792000,5.016733,0.161847,1.161958,7.042739,19.358096,0.049340,0.492854,41,100.262414,0.909464,3,32301056,,,,20.267561,,,,,,,,,,,,,5.879761199999997,0.0,0.0
2024-07-22 16:43:09,localhost:50002,info,Advertisement(apple > 0.8606503521517963) a53b6ded-9a2d-4040-a066-7440649e6c4f,2,7.025855,0.122185,1.007614,6,100.220980,1.158456,2,33882112,5.061380,0.160688,1.161879,8.184311,13.966554,0.066108,0.767405,19,100.192315,1.160240,1,30781440,,,,15.126795,,,,,,,,,,,,,7.0474265,0.0,0.0
2024-07-22 16:43:11,localhost:50002,info,Advertisement(apple > 0.48199111999850663) 45132bf5-0b88-46ba-a9ef-fa851c7199d6,2,7.286512,0.118402,1.011921,7,100.210455,1.159293,2,33906688,5.109753,0.159450,1.161821,8.445805,20.274219,0.047183,0.500007,41,100.266561,0.919682,3,32411648,,,,21.193901,,,,,,,,,,,,,7.2822046,0.0,0.0
2024-07-22 16:43:12,localhost:50002,info,Advertisement(apple > 0.6826514947886998) 59909c90-7d1e-4bcd-960c-19f866d56d2a,2,8.196200,0.106809,1.014775,7,100.213743,1.166310,2,33947648,5.175422,0.157795,1.161919,9.362509,15.121741,0.061409,0.774977,19,100.184707,1.162529,1,30924800,,,,16.284270,,,,,,,,,,,,,8.216771199999997,0.0,0.0
2024-07-22 16:43:13,localhost:50002,info,Advertisement(apple > 0.13812236979501424) 65e29a5b-3d7e-4da0-9eef-4d66b608696a,2,9.290888,0.095652,1.014775,6,100.233503,1.163686,2,33959936,5.261161,0.155688,1.161956,10.454574,9.792219,0.091322,0.925381,8,100.186077,1.158025,4,31211520,,,,10.950244,,,,,,,,,,,,,9.287032500000002,0.0,0.0
2024-07-22 16:43:14,localhost:50002,info,Advertisement(apple > 0.47330708288284545) d7383f5d-140f-4b71-ad35-78ef5c7090ff,2,9.875224,0.090547,1.026287,6,100.174168,1.168717,2,33976320,5.355325,0.153435,1.162097,11.043941,21.180888,0.045259,0.500007,40,100.251440,0.914157,3,32444416,,,,22.095045,,,,,,,,,,,,,9.8709427,0.0,0.0
2024-07-22 16:43:15,localhost:50002,info,Advertisement(apple > 0.9578937932786301) fd008c08-c35a-409a-b56e-e23e0b509667,2,10.125842,0.088558,1.006241,8,100.178089,1.166223,2,34050048,5.450735,0.151219,1.162181,11.292066,22.096422,0.043462,0.498179,44,100.256690,0.912370,3,32628736,,,,23.008792,,,,,,,,,,,,,10.121580699999996,0.0,0.0
2024-07-22 16:43:16,localhost:50002,info,Advertisement(apple > 0.563721979383847) b2e633b1-32d4-4fa6-a442-d05815a86b2b,3,8.155900,0.107264,0.992012,9,100.173411,1.166935,2,34058240,5.503778,0.150014,1.162277,9.322835,9.343038,0.095168,0.921683,10,100.202128,1.164674,4,31346688,,,,10.507712,5.081061,0.160403,1.070862,3,100.093824,1.153252,5.0,28037120,,,,6.234313,8.151044299999995,9.356810000000003,0.0
2024-07-22 16:43:18,localhost:50002,info,Advertisement(apple > 0.0990309916526305) 98121972-fb98-480e-b196-0f9ea5e12a25,2,8.154033,0.107241,0.992012,8,100.167421,1.170735,2,34074624,5.554744,0.148872,1.162442,9.324768,10.173098,0.088249,0.933854,10,100.193405,1.158454,4,31424512,,,,11.331552,,,,,,,,,,,,,8.150178100000005,0.0,0.0
2024-07-22 16:43:19,localhost:50002,info,Advertisement(apple > 0.1943626725709968) 82c08a77-7c56-4236-bd2c-4750de23fc13,2,8.228268,0.106556,0.992012,7,100.163030,1.156428,2,34078720,5.605188,0.147765,1.162327,9.384696,16.672592,0.056081,0.772820,23,100.158424,1.158770,1,31322112,,,,17.831362,,,,,,,,,,,,,8.249840499999998,0.0,0.0
2024-07-22 16:43:20,localhost:50002,info,Advertisement(apple > 0.3190527891957224) 3102a3e3-417b-46cb-8d66-9624013b465c,2,8.230350,0.106533,1.031134,7,100.143951,1.156433,2,34082816,5.653802,0.146713,1.162216,9.386783,17.836808,0.052630,0.769315,23,100.184357,1.163756,1,31367168,,,,19.000564,,,,,,,,,,,,,8.248922399999998,0.0,0.0
2024-07-22 16:43:21,localhost:50002,info,Advertisement(apple > 0.5781533904282016) b310a345-e89d-4401-b454-cac1f983c065,2,7.742782,0.112209,1.033190,7,100.136097,1.169129,2,34091008,5.691784,0.145897,1.162344,8.911910,24.895083,0.038749,0.499603,51,100.161914,0.912269,3,33112064,,,,25.807352,,,,,,,,,,,,,7.741475600000001,0.0,0.0
2024-07-22 16:43:22,localhost:50002,info,Advertisement(apple > 0.31875689208995883) b6823629-ab05-4665-8c42-0903962de1f7,2,7.993475,0.109244,1.026161,7,100.162663,1.160344,2,34103296,5.732885,0.145029,1.162307,9.153820,25.810310,0.037414,0.499603,50,100.120398,0.917739,3,33234944,,,,26.728049,,,,,,,,,,,,,7.990788499999994,0.0,0.0
2024-07-22 16:43:23,localhost:50002,info,Advertisement(apple > 0.6826514947886998) b4052a8e-4c8a-4eca-9690-f45da731a52d,2,8.254823,0.106079,1.007550,9,100.162179,1.172099,2,34185216,5.777130,0.144100,1.162482,9.426922,26.718874,0.036186,0.499603,49,100.112316,0.915916,3,33652736,,,,27.634790,,,,,,,,,,,,,8.250516899999994,0.0,0.0
2024-07-22 16:43:25,localhost:50002,info,Advertisement(apple > 0.6780341013858978) cebe4552-14d0-4975-83df-1e4b0418e697,2,9.322005,0.095417,0.994985,10,100.156157,1.158334,2,34185216,5.838248,0.142844,1.162409,10.480339,10.582756,0.085139,0.922557,12,100.082721,1.162678,4,31854592,,,,11.745434,,,,,,,,,,,,,9.317947799999999,0.0,0.0
2024-07-22 16:43:26,localhost:50002,info,Advertisement(apple > 0.034502972005703736) 675e9fda-ee91-4588-8b4b-5de62aa3236c,2,9.666331,0.092316,0.994985,9,100.122715,1.166055,2,34189312,5.903131,0.141531,1.162472,10.832385,27.630671,0.035040,0.513032,50,100.123190,0.908477,3,33673216,,,,28.539147,,,,,,,,,,,,,9.661023200000002,0.0,0.0
2024-07-22 16:43:27,localhost:50002,info,Advertisement(apple > 0.2419716503049673) e505c8d2-e6c8-47ab-a35a-cb202e30b8d5,3,10.490584,0.085796,0.994985,8,100.132880,1.164942,2,34201600,5.979589,0.140015,1.162514,11.655526,11.678404,0.077840,0.914201,14,100.102197,1.168496,4,32202752,,,,12.846900,5.461303,0.151067,1.081797,5,100.085771,1.158271,5.0,28766208,,,,6.619574,10.487729099999996,11.691176000000006,0.0
2024-07-22 16:43:28,localhost:50002,info,Advertisement(apple > 0.2479297279101334) 67a89f7a-80ad-4b32-a9b0-ee51ac3c35b3,2,8.268807,0.106058,1.029322,8,100.110981,1.160006,2,34275328,6.017117,0.139284,1.162472,9.428812,20.524176,0.046124,0.751391,27,100.027280,1.156609,1,31715328,,,,21.680785,,,,,,,,,,,,,8.290379999999999,0.0,0.0
2024-07-22 16:43:29,localhost:50002,info,Advertisement(apple > 0.7322544967126704) 37073d95-d27b-4b25-bf98-99b3ab57c55f,2,8.277489,0.105955,1.031278,8,100.115045,1.160518,2,34283520,6.053575,0.138581,1.162440,9.438007,21.680981,0.043787,0.772852,28,100.022297,1.156910,1,31817728,,,,22.837892,,,,,,,,,,,,,8.298060899999996,0.0,0.0
2024-07-22 16:43:30,localhost:50002,info,Advertisement(apple > 0.4243266694629415) e56984e3-bf3d-41d8-a567-007025800074,2,8.844831,0.099914,1.031278,7,100.111624,1.163742,2,34308096,6.097880,0.137735,1.162461,10.008573,27.688440,0.034974,0.523553,52,100.080790,0.903857,3,33714176,,,,28.592297,,,,,,,,,,,,,8.843029299999998,0.0,0.0
2024-07-22 16:43:32,localhost:50002,info,Advertisement(apple > 0.11617755039810888) 60ab68f9-ea95-4b3f-bf7f-f747011f3025,2,9.095643,0.097519,1.050890,7,100.106429,1.158746,2,34361344,6.144720,0.136853,1.162402,10.254389,28.598422,0.033887,0.523553,51,100.094338,0.911724,3,33726464,,,,29.510146,,,,,,,,,,,,,9.091336099999992,0.0,0.0
2024-07-22 16:43:33,localhost:50002,info,Advertisement(apple > 0.40640554840307913) 9a6503e8-0f67-4ab4-88f3-75dbc7a2280d,2,9.347226,0.095169,1.037976,8,100.097567,1.160360,2,34381824,6.193990,0.135937,1.162370,10.507586,29.504970,0.032880,0.531115,52,100.087778,0.908500,3,33751040,,,,30.413471,,,,,,,,,,,,,9.343527300000005,0.0,0.0
2024-07-22 16:43:34,localhost:50002,info,Advertisement(apple > 0.6369856484024449) 229ddc46-0678-4c3c-a97f-77c2cced0332,2,10.477297,0.085920,1.033634,8,100.308543,1.161499,2,34611200,6.258888,0.134748,1.162357,11.638796,13.305611,0.069091,0.909277,16,100.098438,1.168022,4,33054720,,,,14.473634,,,,,,,,,,,,,10.471959900000002,0.0,0.0
2024-07-22 16:43:35,localhost:50002,info,Advertisement(apple > 0.14388290293561135) adfc37ba-1624-45c3-b638-613883529f5b,2,10.754583,0.083909,1.032082,8,100.295821,1.163034,2,34660352,6.325988,0.133541,1.162367,11.917617,30.421644,0.031916,0.531115,51,100.071686,0.910964,3,33755136,,,,31.332608,,,,,,,,,,,,,10.750276200000002,0.0,0.0
