date,HopCount,Timestamp_0,Cpu_0,Memory_0,InterArrivalTime_0,QueueLength_0,QueueTime_0,ServiceTime_0,ResponseTime_0,Throughput_0,Timestamp_1,Cpu_1,Memory_1,InterArrivalTime_1,QueueLength_1,QueueTime_1,ServiceTime_1,ResponseTime_1,Throughput_1,Cpu_2,Memory_2,InterArrivalTime_2,QueueLength_2,QueueTime_2,ServiceTime_2,ResponseTime_2,Throughput_2
2024-07-22 16:42:09,0.0,0.0,102.7076132289216,22155264,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-22 16:42:10,0.0,0.0,102.21161277207999,23207936,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-22 16:42:11,0.0,0.0,101.12308758891317,23216128,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-22 16:42:12,0.0,0.0,101.09437266802293,23220224,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-22 16:42:13,0.0,0.0,100.8896331487554,23240704,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-22 16:42:14,0.0,0.0,100.57181628948295,23244800,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-22 16:42:15,0.0,0.0,100.58361339127082,23252992,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-22 16:42:16,0.0,0.0,100.59084592790795,23257088,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-22 16:42:17,0.0,0.0,100.42256432312412,23261184,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-22 16:42:18,2.0,1.1521763000000007,100.369094,23592960,0.086872,2,1.156483,0.000000,1.156483,0.864691,0.0,100.532771,23392256,0.000259,3,0.903435,0.000000,0.903435,1.106887,0,0,0,0,0,0,0,0
2024-07-22 16:42:19,2.0,2.0797928,100.541000,24125440,0.355149,2,2.060222,1.162484,3.222706,0.310298,0.0,100.011291,23535616,0.000519,1,1.163051,0.000000,1.163051,0.859807,0,0,0,0,0,0,0,0
2024-07-22 16:42:20,2.0,3.215668000000001,100.451795,24502272,0.544346,2,3.220524,1.161354,4.381878,0.228213,0.0,100.167837,23359488,0.000000,0,1.163152,0.000000,1.163152,0.859733,0,0,0,0,0,0,0,0
2024-07-22 16:42:21,0.0,0.0,100.37185746589888,24510464,0.544346,1,3.220524,1.157301,4.377825,0.228424,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-22 16:42:22,2.0,3.244625600000001,100.354308,24510464,0.544346,1,3.225055,1.157301,4.382356,0.228188,0.0,100.700575,24162304,0.413584,3,2.322994,1.167052,3.490046,0.286529,0,0,0,0,0,0,0,0
2024-07-22 16:42:23,2.0,3.0813007999999993,100.394694,24510464,0.544346,0,3.085608,1.164511,4.250119,0.235288,0.0,100.386514,24690688,0.359030,5,3.624126,0.901083,4.525209,0.220984,0,0,0,0,0,0,0,0
2024-07-22 16:42:24,2.0,1.1799067999999995,100.332500,24653824,0.868141,1,1.158829,1.161685,2.320515,0.430939,0.0,100.509243,24592384,0.772111,1,1.572654,1.164613,2.737267,0.365328,0,0,0,0,0,0,0,0
2024-07-22 16:42:25,2.0,2.327866799999999,100.301792,25194496,0.816910,3,2.330218,1.168831,3.499049,0.285792,0.0,100.401248,24641536,0.938023,1,1.572654,1.169613,2.742267,0.364662,0,0,0,0,0,0,0,0
2024-07-22 16:42:26,0.0,0.0,100.34902384459322,25423872,0.816910,2,2.330218,1.168385,3.498603,0.285828,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-22 16:42:27,2.0,2.348419,100.266076,25538560,0.825632,3,2.326847,1.168385,3.495233,0.286104,0.0,100.424012,24969216,0.823345,2,2.736475,1.170351,3.906826,0.255962,0,0,0,0,0,0,0,0
2024-07-22 16:42:28,3.0,3.486291399999999,100.293529,25841664,0.833143,3,3.489146,1.160462,4.649608,0.215072,1.5869636000000007,100.323813,24928256,0.926037,1,1.575192,1.167351,2.742543,0.364625,100.144799,23941120,1.163414,1,1.157797,1.161046,2.318843,0.431250
2024-07-22 16:42:29,2.0,3.7174581999999994,100.264852,26300416,0.848562,4,3.719764,1.163844,4.883609,0.204767,0.0,100.310058,25686016,0.452792,8,3.666273,0.903192,4.569466,0.218844,0,0,0,0,0,0,0,0
