t0B1_Cpu,t0B1_Memory,t0B1_ResponseTime,t0B1_Throughput,t0B2_Cpu,t0B2_Memory,t0B2_ResponseTime,t0B2_Throughput,t0B3_Cpu,t0B3_Memory,t0B3_ResponseTime,t0B3_Throughput,t0B4_Cpu,t0B4_Memory,t0B4_ResponseTime,t0B4_Throughput,t0B5_Cpu,t0B5_Memory,t0B5_ResponseTime,t0B5_Throughput,t1B1_Cpu,t1B1_Memory,t1B1_ResponseTime,t1B1_Throughput,t1B2_Cpu,t1B2_Memory,t1B2_ResponseTime,t1B2_Throughput,t1B3_Cpu,t1B3_Memory,t1B3_ResponseTime,t1B3_Throughput,t1B4_Cpu,t1B4_Memory,t1B4_ResponseTime,t1B4_Throughput,t1B5_Cpu,t1B5_Memory,t1B5_ResponseTime,t1B5_Throughput,t2B1_Cpu,t2B1_Memory,t2B1_ResponseTime,t2B1_Throughput,t2B2_Cpu,t2B2_Memory,t2B2_ResponseTime,t2B2_Throughput,t2B3_Cpu,t2B3_Memory,t2B3_ResponseTime,t2B3_Throughput,t2B4_Cpu,t2B4_Memory,t2B4_ResponseTime,t2B4_Throughput,t2B5_Cpu,t2B5_Memory,t2B5_ResponseTime,t2B5_Throughput,t3B2_Throughput,t4B2_Throughput,t5B2_Throughput,t6B2_Throughput,t7B2_Throughput
99.6847152709961,23453696.0,1.161399006843567,0.8610299825668335,100.01993560791016,24195072.0,3.2414751052856445,0.3085019886493683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02397155761719,24453120.0,4.386622905731201,0.22796599566936493,0.0,0.0,0.0,0.0,100.8513412475586,23453696.0,1.161399006843567,0.8610299825668335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04615020751953,24461312.0,4.876609802246094,0.20506000518798828,99.39981079101562,24133632.0,2.723526954650879,0.3671709895133972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20495900511741638,0.1812019944190979,0.4326840043067932,0.2889229953289032,0.2893640100955963
0.0,0.0,0.0,0.0,100.02397155761719,24453120.0,4.386622905731201,0.22796599566936493,0.0,0.0,0.0,0.0,100.8513412475586,23453696.0,1.161399006843567,0.8610299825668335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04615020751953,24461312.0,4.876609802246094,0.20506000518798828,99.39981079101562,24133632.0,2.723526954650879,0.3671709895133972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98224639892578,24465408.0,4.8790178298950195,0.20495900511741638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1812019944190979,0.4326840043067932,0.2889229953289032,0.2893640100955963,0.2716900110244751
0.0,0.0,0.0,0.0,100.04615020751953,24461312.0,4.876609802246094,0.20506000518798828,99.39981079101562,24133632.0,2.723526954650879,0.3671709895133972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98224639892578,24465408.0,4.8790178298950195,0.20495900511741638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06380462646484,24477696.0,5.518708229064941,0.1812019944190979,0.0,0.0,0.0,0.0,100.80867767333984,24334336.0,2.3288350105285645,0.4293990135192871,99.68446350097656,22827008.0,1.1619110107421875,0.8606510162353516,0.4326840043067932,0.2889229953289032,0.2893640100955963,0.2716900110244751,0.2718859910964966
0.0,0.0,0.0,0.0,99.98224639892578,24465408.0,4.8790178298950195,0.20495900511741638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06380462646484,24477696.0,5.518708229064941,0.1812019944190979,0.0,0.0,0.0,0.0,100.80867767333984,24334336.0,2.3288350105285645,0.4293990135192871,99.68446350097656,22827008.0,1.1619110107421875,0.8606510162353516,99.82319641113281,24502272.0,2.7424991130828857,0.3646309971809387,100.19645690917969,24952832.0,2.3111560344696045,0.4326840043067932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2889229953289032,0.2893640100955963,0.2716900110244751,0.2718859910964966,0.2540079951286316
0.0,0.0,0.0,0.0,100.06380462646484,24477696.0,5.518708229064941,0.1812019944190979,0.0,0.0,0.0,0.0,100.80867767333984,24334336.0,2.3288350105285645,0.4293990135192871,99.68446350097656,22827008.0,1.1619110107421875,0.8606510162353516,99.82319641113281,24502272.0,2.7424991130828857,0.3646309971809387,100.19645690917969,24952832.0,2.3111560344696045,0.4326840043067932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.32477569580078,25321472.0,3.4611260890960693,0.2889229953289032,0.0,0.0,0.0,0.0,100.54814910888672,24932352.0,2.766083002090454,0.36152198910713196,0.0,0.0,0.0,0.0,0.2893640100955963,0.2716900110244751,0.2718859910964966,0.2540079951286316,0.23950299620628357
99.82319641113281,24502272.0,2.7424991130828857,0.3646309971809387,100.19645690917969,24952832.0,2.3111560344696045,0.4326840043067932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.32477569580078,25321472.0,3.4611260890960693,0.2889229953289032,0.0,0.0,0.0,0.0,100.54814910888672,24932352.0,2.766083002090454,0.36152198910713196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.23890686035156,25714688.0,3.4558539390563965,0.2893640100955963,0.0,0.0,0.0,0.0,100.69674682617188,25423872.0,2.3194050788879395,0.4311450123786926,99.88758087158203,24076288.0,2.7756309509277344,0.36027801036834717,0.2716900110244751,0.2718859910964966,0.2540079951286316,0.23950299620628357,0.2298630028963089
0.0,0.0,0.0,0.0,100.32477569580078,25321472.0,3.4611260890960693,0.2889229953289032,0.0,0.0,0.0,0.0,100.54814910888672,24932352.0,2.766083002090454,0.36152198910713196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.23890686035156,25714688.0,3.4558539390563965,0.2893640100955963,0.0,0.0,0.0,0.0,100.69674682617188,25423872.0,2.3194050788879395,0.4311450123786926,99.88758087158203,24076288.0,2.7756309509277344,0.36027801036834717,0.0,0.0,0.0,0.0,100.24775695800781,26066944.0,3.6806631088256836,0.2716900110244751,99.48169708251953,25817088.0,4.638762950897217,0.21557499468326569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2718859910964966,0.2540079951286316,0.23950299620628357,0.2298630028963089,0.4247319996356964
0.0,0.0,0.0,0.0,100.23890686035156,25714688.0,3.4558539390563965,0.2893640100955963,0.0,0.0,0.0,0.0,100.69674682617188,25423872.0,2.3194050788879395,0.4311450123786926,99.88758087158203,24076288.0,2.7756309509277344,0.36027801036834717,0.0,0.0,0.0,0.0,100.24775695800781,26066944.0,3.6806631088256836,0.2716900110244751,99.48169708251953,25817088.0,4.638762950897217,0.21557499468326569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.27074432373047,26308608.0,3.678015947341919,0.2718859910964966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2540079951286316,0.23950299620628357,0.2298630028963089,0.4247319996356964,0.31106099486351013
0.0,0.0,0.0,0.0,100.24775695800781,26066944.0,3.6806631088256836,0.2716900110244751,99.48169708251953,25817088.0,4.638762950897217,0.21557499468326569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.27074432373047,26308608.0,3.678015947341919,0.2718859910964966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.25068664550781,26370048.0,3.936880111694336,0.2540079951286316,99.4842758178711,26030080.0,5.546206951141357,0.18030300736427307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23950299620628357,0.2298630028963089,0.4247319996356964,0.31106099486351013,0.28302401304244995
0.0,0.0,0.0,0.0,100.27074432373047,26308608.0,3.678015947341919,0.2718859910964966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.25068664550781,26370048.0,3.936880111694336,0.2540079951286316,99.4842758178711,26030080.0,5.546206951141357,0.18030300736427307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.25713348388672,26386432.0,4.175319194793701,0.23950299620628357,99.64984130859375,26726400.0,6.453442096710205,0.15495599806308746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2298630028963089,0.4247319996356964,0.31106099486351013,0.28302401304244995,0.28313300013542175
0.0,0.0,0.0,0.0,100.25068664550781,26370048.0,3.936880111694336,0.2540079951286316,99.4842758178711,26030080.0,5.546206951141357,0.18030300736427307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.25713348388672,26386432.0,4.175319194793701,0.23950299620628357,99.64984130859375,26726400.0,6.453442096710205,0.15495599806308746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.14299774169922,26685440.0,4.35041618347168,0.2298630028963089,0.0,0.0,0.0,0.0,100.60706329345703,25911296.0,2.3216440677642822,0.4307290017604828,0.0,0.0,0.0,0.0,0.4247319996356964,0.31106099486351013,0.28302401304244995,0.28313300013542175,0.3102880120277405
0.0,0.0,0.0,0.0,100.25713348388672,26386432.0,4.175319194793701,0.23950299620628357,99.64984130859375,26726400.0,6.453442096710205,0.15495599806308746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.14299774169922,26685440.0,4.35041618347168,0.2298630028963089,0.0,0.0,0.0,0.0,100.60706329345703,25911296.0,2.3216440677642822,0.4307290017604828,0.0,0.0,0.0,0.0,99.7515640258789,25513984.0,5.493677139282227,0.18202699720859528,100.21666717529297,27037696.0,2.354423999786377,0.4247319996356964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31106099486351013,0.28302401304244995,0.28313300013542175,0.3102880120277405,0.31071001291275024
0.0,0.0,0.0,0.0,100.14299774169922,26685440.0,4.35041618347168,0.2298630028963089,0.0,0.0,0.0,0.0,100.60706329345703,25911296.0,2.3216440677642822,0.4307290017604828,0.0,0.0,0.0,0.0,99.7515640258789,25513984.0,5.493677139282227,0.18202699720859528,100.21666717529297,27037696.0,2.354423999786377,0.4247319996356964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.17127227783203,27045888.0,3.214808940887451,0.31106099486351013,0.0,0.0,0.0,0.0,100.4507064819336,26329088.0,3.735399007797241,0.26770898699760437,99.74314880371094,24834048.0,3.20975399017334,0.31154999136924744,0.28302401304244995,0.28313300013542175,0.3102880120277405,0.31071001291275024,0.30830898880958557
99.7515640258789,25513984.0,5.493677139282227,0.18202699720859528,100.21666717529297,27037696.0,2.354423999786377,0.4247319996356964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.17127227783203,27045888.0,3.214808940887451,0.31106099486351013,0.0,0.0,0.0,0.0,100.4507064819336,26329088.0,3.735399007797241,0.26770898699760437,99.74314880371094,24834048.0,3.20975399017334,0.31154999136924744,99.77998352050781,25882624.0,6.663296222686768,0.1500760018825531,100.17445373535156,27340800.0,3.5332748889923096,0.28302401304244995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28313300013542175,0.3102880120277405,0.31071001291275024,0.30830898880958557,0.38514798879623413
0.0,0.0,0.0,0.0,100.17127227783203,27045888.0,3.214808940887451,0.31106099486351013,0.0,0.0,0.0,0.0,100.4507064819336,26329088.0,3.735399007797241,0.26770898699760437,99.74314880371094,24834048.0,3.20975399017334,0.31154999136924744,99.77998352050781,25882624.0,6.663296222686768,0.1500760018825531,100.17445373535156,27340800.0,3.5332748889923096,0.28302401304244995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.25481414794922,27643904.0,3.5319058895111084,0.28313300013542175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3102880120277405,0.31071001291275024,0.30830898880958557,0.38514798879623413,0.3402459919452667
99.77998352050781,25882624.0,6.663296222686768,0.1500760018825531,100.17445373535156,27340800.0,3.5332748889923096,0.28302401304244995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.25481414794922,27643904.0,3.5319058895111084,0.28313300013542175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.25456237792969,27734016.0,3.2228078842163086,0.3102880120277405,0.0,0.0,0.0,0.0,100.39405822753906,26685440.0,2.765315055847168,0.36162200570106506,0.0,0.0,0.0,0.0,0.31071001291275024,0.30830898880958557,0.38514798879623413,0.3402459919452667,0.24971100687980652
0.0,0.0,0.0,0.0,100.25481414794922,27643904.0,3.5319058895111084,0.28313300013542175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.25456237792969,27734016.0,3.2228078842163086,0.3102880120277405,0.0,0.0,0.0,0.0,100.39405822753906,26685440.0,2.765315055847168,0.36162200570106506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.20899200439453,28110848.0,3.218430995941162,0.31071001291275024,0.0,0.0,0.0,0.0,100.3876953125,27049984.0,2.7715799808502197,0.3608050048351288,99.79640197753906,25178112.0,2.3227179050445557,0.43053001165390015,0.30830898880958557,0.38514798879623413,0.3402459919452667,0.24971100687980652,0.24893000721931458
0.0,0.0,0.0,0.0,100.25456237792969,27734016.0,3.2228078842163086,0.3102880120277405,0.0,0.0,0.0,0.0,100.39405822753906,26685440.0,2.765315055847168,0.36162200570106506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.20899200439453,28110848.0,3.218430995941162,0.31071001291275024,0.0,0.0,0.0,0.0,100.3876953125,27049984.0,2.7715799808502197,0.3608050048351288,99.79640197753906,25178112.0,2.3227179050445557,0.43053001165390015,0.0,0.0,0.0,0.0,100.2295913696289,28372992.0,3.243494987487793,0.30830898880958557,99.8312759399414,28340224.0,10.178535461425781,0.0982460007071495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38514798879623413,0.3402459919452667,0.24971100687980652,0.24893000721931458,0.21199600398540497
0.0,0.0,0.0,0.0,100.20899200439453,28110848.0,3.218430995941162,0.31071001291275024,0.0,0.0,0.0,0.0,100.3876953125,27049984.0,2.7715799808502197,0.3608050048351288,99.79640197753906,25178112.0,2.3227179050445557,0.43053001165390015,0.0,0.0,0.0,0.0,100.2295913696289,28372992.0,3.243494987487793,0.30830898880958557,99.8312759399414,28340224.0,10.178535461425781,0.0982460007071495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.19536590576172,28741632.0,2.596406936645508,0.38514798879623413,99.89076232910156,28975104.0,11.9814453125,0.08346199989318848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3402459919452667,0.24971100687980652,0.24893000721931458,0.21199600398540497,0.21224099397659302
0.0,0.0,0.0,0.0,100.2295913696289,28372992.0,3.243494987487793,0.30830898880958557,99.8312759399414,28340224.0,10.178535461425781,0.0982460007071495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.19536590576172,28741632.0,2.596406936645508,0.38514798879623413,99.89076232910156,28975104.0,11.9814453125,0.08346199989318848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.19770812988281,28839936.0,2.93904709815979,0.3402459919452667,0.0,0.0,0.0,0.0,100.33734893798828,27500544.0,2.3332009315490723,0.42859598994255066,0.0,0.0,0.0,0.0,0.24971100687980652,0.24893000721931458,0.21199600398540497,0.21224099397659302,0.242125004529953
0.0,0.0,0.0,0.0,100.19536590576172,28741632.0,2.596406936645508,0.38514798879623413,99.89076232910156,28975104.0,11.9814453125,0.08346199989318848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.19770812988281,28839936.0,2.93904709815979,0.3402459919452667,0.0,0.0,0.0,0.0,100.33734893798828,27500544.0,2.3332009315490723,0.42859598994255066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.199951171875,28966912.0,4.004624843597412,0.24971100687980652,99.9355697631836,29102080.0,12.89670467376709,0.07753899693489075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24893000721931458,0.21199600398540497,0.21224099397659302,0.242125004529953,0.3109090030193329
0.0,0.0,0.0,0.0,100.19770812988281,28839936.0,2.93904709815979,0.3402459919452667,0.0,0.0,0.0,0.0,100.33734893798828,27500544.0,2.3332009315490723,0.42859598994255066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.199951171875,28966912.0,4.004624843597412,0.24971100687980652,99.9355697631836,29102080.0,12.89670467376709,0.07753899693489075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.2152328491211,29196288.0,4.017195224761963,0.24893000721931458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21199600398540497,0.21224099397659302,0.242125004529953,0.3109090030193329,0.28861701488494873
0.0,0.0,0.0,0.0,100.199951171875,28966912.0,4.004624843597412,0.24971100687980652,99.9355697631836,29102080.0,12.89670467376709,0.07753899693489075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.2152328491211,29196288.0,4.017195224761963,0.24893000721931458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.84996032714844,26734592.0,8.25467300415039,0.12114299833774567,100.1992416381836,29315072.0,4.71707820892334,0.21199600398540497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21224099397659302,0.242125004529953,0.3109090030193329,0.28861701488494873,0.24129199981689453
0.0,0.0,0.0,0.0,100.2152328491211,29196288.0,4.017195224761963,0.24893000721931458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.84996032714844,26734592.0,8.25467300415039,0.12114299833774567,100.1992416381836,29315072.0,4.71707820892334,0.21199600398540497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.86564636230469,27062272.0,9.431114196777344,0.10603199899196625,100.17144012451172,29523968.0,4.71161413192749,0.21224099397659302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242125004529953,0.3109090030193329,0.28861701488494873,0.24129199981689453,0.2415979951620102
99.84996032714844,26734592.0,8.25467300415039,0.12114299833774567,100.1992416381836,29315072.0,4.71707820892334,0.21199600398540497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.86564636230469,27062272.0,9.431114196777344,0.10603199899196625,100.17144012451172,29523968.0,4.71161413192749,0.21224099397659302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.17073822021484,29925376.0,4.130099773406982,0.242125004529953,0.0,0.0,0.0,0.0,100.3799819946289,28049408.0,3.741278886795044,0.2672879993915558,99.83549499511719,25833472.0,3.23032808303833,0.3095659911632538,0.3109090030193329,0.28861701488494873,0.24129199981689453,0.2415979951620102,0.204694002866745
