date,HopCount,Timestamp_0,Cpu_0,Memory_0,InterArrivalTime_0,QueueLength_0,QueueTime_0,ServiceTime_0,ResponseTime_0,Throughput_0,Timestamp_1,Cpu_1,Memory_1,InterArrivalTime_1,QueueLength_1,QueueTime_1,ServiceTime_1,ResponseTime_1,Throughput_1,Timestamp_2,Cpu_2,Memory_2,InterArrivalTime_2,QueueLength_2,QueueTime_2,ServiceTime_2,ResponseTime_2,Throughput_2
2024-06-18 17:32:18,2,0.0,30.804199,35618816,756.496600,34,10314.610980,1631.928004,11946.538984,0.083706,-25.49572909999999,29.853892,31997952,363.639300,22,5123.444148,1318.546302,6441.990450,0.155232,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:19,0,0.0,30.82356090892925,35622912,1004.056516,33,10314.610980,1631.938612,11946.549592,0.083706,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:20,2,0.0,30.769050,35631104,700.429800,36,10615.660747,1631.938612,12247.599359,0.081649,-25.085591699999995,41.299284,31539200,3270.722500,11,11709.423925,1150.165978,12859.589903,0.077763,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:21,2,0.0,30.817512,35655680,696.776800,38,10935.499077,1631.966970,12567.466047,0.079571,-27.108688599999994,32.926660,32980992,302.878600,0,21.488466,108.975054,130.463520,7.664978,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:22,0,0.0,30.869728475158386,35692544,971.186902,38,10935.499077,1631.966970,12567.466047,0.079571,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:23,2,0.0,30.977403,35692544,775.869100,39,11261.540968,1631.923367,12893.464335,0.077559,-28.059344800000005,32.962994,33554432,685.238300,0,21.365549,113.174222,134.539771,7.432746,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:24,0,0.0,30.909322554971357,35766272,965.974947,38,11261.540968,1631.817518,12893.358486,0.077559,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:25,3,0.0,30.987422,35766272,1545.017200,39,11586.521329,1631.817518,13218.338847,0.075652,-28.9887016,29.901247,33144832,487.507300,23,5687.179816,1329.466708,7016.646524,0.142518,80.763104701,32.886563,27455488,511.888600,4,1223.620278,1023.531350,2247.151628,0.445008
2024-06-18 17:32:26,2,0.0,31.046201,35966976,244.365800,41,11918.813850,1631.908909,13550.722759,0.073797,-29.684400299999993,32.723534,33665024,311.877500,0,24.166387,113.743598,137.909985,7.251107,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:27,0,0.0,31.09213725289142,36061184,955.646151,41,11918.813850,1632.027798,13550.841648,0.073796,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:28,2,0.0,31.225158,36061184,782.847300,42,12256.601681,1632.027798,13888.629479,0.072001,-30.64310789999999,32.763541,33714176,213.067000,0,28.138552,114.168235,142.306787,7.027072,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:29,0,0.0,31.29578344274989,36085760,940.239160,44,12256.601681,1631.960343,13888.562024,0.072002,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:30,2,0.0,31.246502,36085760,748.359100,44,12581.778111,1631.960343,14213.738454,0.070354,-30.637268699999993,32.492068,33734656,315.963800,0,27.705184,116.113395,143.818579,6.953205,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:31,2,0.0,31.206352,36098048,687.541500,45,12912.872567,1632.025498,14544.898065,0.068753,-31.6080831,32.562463,33759232,309.898900,0,27.092400,117.952204,145.044604,6.894431,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:32,0,0.0,31.26452920636236,36184064,935.262045,45,12912.872567,1631.926992,14544.799559,0.068753,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:33,2,0.0,31.153379,36184064,567.352800,48,13259.872037,1631.926992,14891.799029,0.067151,-33.4902618,30.053552,33435648,122.506300,22,6582.954502,1320.827110,7903.781612,0.126522,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:34,2,0.0,31.203414,36270080,1637.421000,48,13595.669917,1632.028430,15227.698347,0.065670,-33.22163649999999,32.489920,33861632,319.724700,0,26.557616,117.938134,144.495750,6.920619,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:35,0,0.0,31.135708274066516,36323328,924.750061,49,13595.669917,1632.028430,15227.698347,0.065670,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:36,2,0.0,31.164821,36323328,734.742300,50,13936.685386,1632.185850,15568.871236,0.064231,-34.1906815,32.429374,34336768,303.897000,0,26.185807,119.593940,145.779747,6.859663,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:37,0,0.0,31.137708224690005,36327424,916.590918,50,13936.685386,1632.026770,15568.712156,0.064231,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:38,2,0.0,31.188189,36327424,666.101300,51,14286.794754,1632.026770,15918.821524,0.062819,-35.737851899999995,30.035018,33488896,347.105200,23,7147.929111,1320.885212,8468.814323,0.118080,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:39,2,0.0,31.134483,36327424,226.710300,53,14631.918280,1632.056288,16263.974568,0.061486,-35.8144937,32.303213,34496512,302.206200,0,25.856251,121.049291,146.905542,6.807095,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:40,0,0.0,31.067601442610474,36335616,902.539239,54,14631.918280,1632.056288,16263.974568,0.061486,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2024-06-18 17:32:41,3,0.0,31.122018,36335616,754.215800,54,14986.356029,1632.369325,16618.725354,0.060173,-37.4016539,30.316394,33533952,347.105200,22,7449.155206,1328.332578,8777.487784,0.113928,92.508160601,32.287526,28348416,1155.422300,5,1500.133919,1034.217080,2534.350999,0.394578
2024-06-18 17:32:42,0,0.0,31.03179004225524,36454400,894.496268,55,14986.356029,1632.707081,16619.063110,0.060172,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
